"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TAC1","TAC1",0.853541293293709,2.94688472465924,2.75080714337142,0.00693883054906197,0.0215069889057278,-3.45617076987882
"CNGB1","CNGB1",-0.30113892530368,2.35010510633576,-2.74993349519454,0.00695615827879378,0.0215575088468473,-3.45842581635419
"PAQR5","PAQR5",0.319496335139766,2.79465044854887,2.74983907703978,0.0069580333025396,0.0215601321637598,-3.45866948955476
"DCTN1","DCTN1",0.326798681785714,9.51251675227543,2.74947688796582,0.00696523018224649,0.0215792425480714,-3.45960415493218
"ELF2","ELF2",0.221162555590125,9.15995704441055,2.74937212786519,0.0069673130813382,0.0215825058092229,-3.45987447890007
"CCL13","CCL13",-0.79332561515095,7.93400675785363,-2.74927186042286,0.00696930718588755,0.0215830007844158,-3.46013320155539
"GUCY1A2","GUCY1A2",0.268264876366999,2.43629205763653,2.74926055191406,0.00696953212048995,0.0215830007844158,-3.46016238067452
"ZDHHC3","ZDHHC3",0.417330229539014,7.26859948495254,2.74872480942818,0.00698019600999879,0.0216128314271188,-3.46154462633776
"ANKRD17","ANKRD17",-0.291856127377554,9.1479606035901,-2.74815646036969,0.00699152516260711,0.021644712813258,-3.46301074192827
"IRAK1","IRAK1",-0.469384649821561,3.04719608399581,-2.74754218965183,0.00700378850916622,0.021679476480972,-3.46459501983914
"MAGED2","MAGED2",-0.32023033927348,9.7793505681074,-2.74690034229496,0.00701662331075904,0.0217159984999455,-3.46625009113765
"AQP3","AQP3",-0.714679568944402,8.58235252316234,-2.74642678526537,0.00702610658754214,0.0217421385131471,-3.46747099175977
"MGST1","MGST1",-0.567299945350321,11.5803901731008,-2.74598030326537,0.00703505835176809,0.0217666262981199,-3.46862192071784
"KLK7","KLK7",0.662757455211706,3.42875748031525,2.74564750796401,0.00704173749884459,0.0217840763652273,-3.46947968504901
"HABP4","HABP4",0.220214117107046,4.60332686916602,2.74510014022442,0.00705273563206635,0.021814880377656,-3.47089030251348
"METRN","METRN",-0.469521981494713,7.56726334045148,-2.74436892621452,0.00706745213475988,0.0218571749260603,-3.47277432598273
"C2CD4B","C2CD4B",0.37917413375492,2.48479030713185,2.74406486680688,0.00707357989319915,0.0218728989115269,-3.47355762714579
"PPRC1","PPRC1",0.467105813192906,8.98435797923099,2.74365481997414,0.00708185128957349,0.0218952458306843,-3.47461384735706
"ZMYND15","ZMYND15",0.375980698511026,4.56461627244498,2.74297805536251,0.00709552212415795,0.0219342773582951,-3.47635679196387
"SLC22A5","SLC22A5",-0.464683410833293,5.70399965777772,-2.74228655343955,0.00710951545504283,0.0219742941563857,-3.47813730353451
"PNCK","PNCK",-0.174425357889731,2.81814590610236,-2.74213354230434,0.00711261520076807,0.0219806339139762,-3.478531230837
"TRIM55","TRIM55",-0.243661265203761,2.32436105309735,-2.74187797988673,0.00711779520345096,0.0219933996248141,-3.47918913372438
"PLGRKT","PLGRKT",-0.400724991744529,9.06705164790421,-2.7412398146219,0.00713074518545646,0.0220301666289666,-3.48083175023223
"IL36RN","IL36RN",-0.124966024654955,2.28934715316228,-2.74101865883655,0.00713523799293019,0.0220407985275277,-3.48140092011222
"ZBTB20","ZBTB20",0.372364135081955,10.3724251794969,2.74082136356984,0.00713924824440175,0.0220499368939369,-3.48190864836821
"MOV10","MOV10",-0.381575459557474,8.14005130118837,-2.7402412767096,0.00715105105250805,0.0220817794445852,-3.48340128442519
"PSMD13","PSMD13",-0.204149400305254,9.65295504399807,-2.74021112866123,0.00715166494844427,0.0220817794445852,-3.48347885158526
"CCL3","CCL3",0.79490333209457,9.41933169837097,2.74005123233768,0.00715492167228959,0.0220885814572216,-3.48389023238524
"MIR924HG","MIR924HG",-0.0443340956112852,2.22739162831858,-2.73989685236052,0.00715806732083194,0.0220950386068737,-3.48428740086014
"RNF185","RNF185",0.192932942889441,7.80850710048942,2.7393179160932,0.00716987494299083,0.022128227113512,-3.48577663784204
"DDHD1","DDHD1",0.370492248056013,4.49429799422843,2.73902015945921,0.00717595469853221,0.0221405307746612,-3.48654247040644
"CHMP2B","CHMP2B",0.222765717690646,10.5371791867669,2.73901921664687,0.00717597395682894,0.0221405307746612,-3.48654489521223
"C5orf49","C5orf49",0.447773423197493,3.34071942477876,2.73851583127676,0.00718626304285718,0.0221690133781269,-3.48783944091274
"MIR4458HG","MIR4458HG",0.545819130052788,5.47173850030254,2.73844290251734,0.00718775480306536,0.0221703525870889,-3.48802697305911
"ZBTB48","ZBTB48",-0.306450481976288,6.8043381730328,-2.73769462327287,0.00720307716056694,0.022214345069855,-3.48995087855197
"TPM2","TPM2",0.457358690791181,11.4097912221724,2.73742059489203,0.00720869581068554,0.0222284027042645,-3.49065531980064
"CSMD2","CSMD2",-0.206099956147595,2.3290224143403,-2.7370325719847,0.00721665861207751,0.0222496834573274,-3.49165269999091
"APTR","APTR",-0.564986738238455,8.20216291801737,-2.73691427437897,0.00721908784399763,0.022253899909688,-3.4919567494602
"GLIS2","GLIS2",0.461066019557199,7.79594825685225,2.7364746957158,0.0072281210749114,0.0222784699268185,-3.49308645756372
"BTF3L4","BTF3L4",-0.321468436180142,8.65852819038913,-2.73576036696002,0.00724282228064025,0.0223198456163398,-3.49492192973516
"C1QTNF12","C1QTNF12",-0.421069409717869,2.54918613274336,-2.73571898698396,0.00724367473179847,0.0223198456163398,-3.49502824301642
"SLC35D2","SLC35D2",0.262131335115628,8.37157989395645,2.73520805547186,0.0072542077346664,0.0223490156575657,-3.49634081063247
"RPS10P7","RPS10P7",-0.11611609562781,2.27482350175537,-2.73448516284869,0.00726913417452354,0.0223917105902076,-3.49819753412264
"KCNJ1","KCNJ1",-0.48697503521165,2.44285147709627,-2.73384363148344,0.00728240403664832,0.0224292908340026,-3.49984492513273
"PNMT","PNMT",0.323263439385608,4.16592558337358,2.73358012860805,0.00728786088516033,0.02244280004036,-3.50052147741435
"NXF1","NXF1",0.255011993939614,9.54470084434841,2.73315034060659,0.00729676929073107,0.0224669327074478,-3.50162484997698
"PRR34-AS1","PRR34-AS1",-0.339444026332288,8.31106860176991,-2.73265353923658,0.00730707904966814,0.0224953724539791,-3.50290007364674
"FBXO24","FBXO24",-0.0947001281144809,2.3728392088387,-2.73224909299031,0.0073154820088749,0.022517934488992,-3.5039380843274
"CAV3","CAV3",0.151499411585795,2.28583201603715,2.73175557935981,0.00732574737440551,0.0225462217680647,-3.50520450448105
"TSTD1","TSTD1",-0.357349566966174,10.5644324441367,-2.73068961120949,0.00734796483324478,0.0226112799228534,-3.50793923521719
"APOA4","APOA4",-0.082374683267627,5.0386342027406,-2.73047383577387,0.00735246958513023,0.0226218211424483,-3.50849269145956
"BEX5","BEX5",0.709948479623824,8.9539650619469,2.72996545054951,0.00736309309138056,0.0226511824745405,-3.5097965302006
"GDAP2","GDAP2",-0.496986700831251,4.38282393599726,-2.72972282487216,0.00736816805304185,0.0226634686321149,-3.51041870944733
"SSH2","SSH2",0.208957061404731,2.31527102621069,2.72934003463486,0.00737618128066309,0.0226847875594571,-3.51140022262379
"CD38","CD38",-0.924823446677561,6.28431830148484,-2.72910482044612,0.0073811091201758,0.022696612788195,-3.51200327610347
"SLC26A9","SLC26A9",1.04544497053292,7.87773530973451,2.72855587637326,0.00739262138249103,0.0227286784129916,-3.51341050868148
"NUDT9","NUDT9",0.24054391866982,9.20961705292079,2.72839659371127,0.00739596485654604,0.022735623305898,-3.5138187876666
"ERV3-2","ERV3-2",0.600439477572063,3.82737206155671,2.72826956356372,0.00739863230905885,0.0227404883376087,-3.51414438092778
"WDFY3-AS2","WDFY3-AS2",0.427279987118756,2.82853075026337,2.72811400355187,0.00740190003941105,0.0227471966905343,-3.51454308155067
"LOC100132356","LOC100132356",-0.12122003878685,2.26253396688067,-2.72794743281568,0.00740540051817587,0.0227546182442103,-3.51496998065238
"PANX2","PANX2",-0.0782744523409705,2.29477165802079,-2.72751144445904,0.00741456992524765,0.0227794540192058,-3.51608725416255
"DRG1","DRG1",-0.192301096087099,10.5396850323034,-2.72735144168351,0.00741793758147489,0.0227864606657205,-3.51649724169814
"ESRRA","ESRRA",-0.187318179060684,8.0887039656234,-2.72721665745482,0.00742077552957365,0.0227918383371315,-3.5168425934785
"LEFTY2","LEFTY2",0.47033523379911,5.63011559599699,2.72692955770229,0.00742682384617774,0.0228070731707556,-3.51757816698075
"TMED4","TMED4",-0.0221820783590354,2.21820840704697,-2.72673821912668,0.0074308572546925,0.0228128617037446,-3.5180683547732
"CCDC191","CCDC191",0.317277272993082,6.09678069013351,2.72673688438333,0.00743088539801395,0.0228128617037446,-3.51807177412913
"CLUAP1","CLUAP1",-0.330199689185681,7.7664326743432,-2.72622628419191,0.00744165861222776,0.0228425901053622,-3.5193797263354
"KLC3","KLC3",-0.297903627118437,3.78135293859791,-2.72585383873413,0.00744952583573728,0.0228633910056698,-3.52033364664824
"LINC00115","LINC00115",-0.28559973470798,2.43969724151417,-2.72571219386596,0.00745251980606713,0.0228685432204031,-3.52069640252517
"PEX26","PEX26",-0.350219544456548,5.79544449476415,-2.72567120138968,0.00745338647465861,0.0228685432204031,-3.52080138215726
"P4HTM","P4HTM",-0.231399033522936,8.93896462617258,-2.72538597493031,0.00745941930850628,0.0228837037238268,-3.52153179429485
"MIR100HG","MIR100HG",0.652241882240104,7.69849923972121,2.7246757152694,0.00747446132412053,0.0229264937483486,-3.52335034733373
"ZNF16","ZNF16",-0.26571155884638,6.1535623933215,-2.72443327987639,0.00747960197499632,0.0229389051353142,-3.52397098547716
"SNX30","SNX30",0.452554583767663,10.0824439423111,2.7238766460768,0.007491417115354,0.0229717796331262,-3.52539579341211
"RGMA","RGMA",-0.549973405308394,3.31093776264713,-2.72309769569235,0.00750797963733054,0.0230191998183008,-3.52738923467604
"ATP6V1F","ATP6V1F",-0.209949951595769,11.6644252323909,-2.72182397129785,0.00753513405605269,0.0230980696187416,-3.53064779650316
"TRA2B","TRA2B",0.342232442814716,10.9499351200617,2.72178774131104,0.0075359077436587,0.0230980696187416,-3.53074046396929
"RBBP8","RBBP8",-0.321004749059082,9.50552195732881,-2.72159886100182,0.00753994243233676,0.0231070574951233,-3.53122355624054
"NELL2","NELL2",0.707937824331113,7.04204029389383,2.7207471990817,0.00755815924687941,0.023154470845359,-3.53340145664937
"RNF145","RNF145",0.289499111404785,12.6114580544946,2.72072042617622,0.00755873255977864,0.023154470845359,-3.53346991161787
"CXCL8","CXCL8",1.08689197989351,9.75784420017128,2.72069859083845,0.0075592001692454,0.023154470845359,-3.53352574140752
"MUCL1","MUCL1",-0.574540963286665,2.50704976872551,-2.72066908884508,0.00755983200389453,0.023154470845359,-3.53360117310033
"LYPD8","LYPD8",-0.0468540867640274,2.22633814952443,-2.7198746462701,0.00757686437842855,0.0232032477867961,-3.5356321616566
"PTPRK","PTPRK",-0.330929607106289,10.6440492459332,-2.71946115628979,0.00758574314615006,0.0232270446727428,-3.5366890414643
"ELP1","ELP1",0.186502033486967,2.73857538512483,2.71807073686133,0.0076156686591436,0.0233152689401151,-3.54024192045709
"MFSD6L","MFSD6L",-0.19938879482289,2.41796256776748,-2.71758342020453,0.00762618236154945,0.0233440471178154,-3.54148676354425
"STX2","STX2",0.116386673500319,2.27978011529809,2.71685393923058,0.00764194532639809,0.0233857768731588,-3.54334984675718
"SAMD14","SAMD14",0.131842337138935,2.74973959600112,2.71680186048729,0.00764307179929186,0.0233857768731588,-3.54348283833064
"KIN","KIN",0.231141766286598,8.94667016208781,2.7167977005509,0.00764316178599422,0.0233857768731588,-3.54349346131115
"VRK1","VRK1",-0.340635075843563,8.36579373632432,-2.71665589981147,0.00764622975969359,0.0233917495946727,-3.54385556085891
"APOL6","APOL6",0.265720028237768,7.86254085950191,2.71643402864968,0.007651032366373,0.023403026479485,-3.54442209346182
"SLC16A6","SLC16A6",0.549516944256876,5.17491027696422,2.71634159661174,0.00765303395184626,0.0234054767147975,-3.54465810030374
"EPPK1","EPPK1",-0.273138730326674,7.3064102994722,-2.71629392073469,0.00765406654326576,0.0234054767147975,-3.54477982843509
"GMPR2","GMPR2",-0.293154888422298,9.49869218009323,-2.71584111828298,0.00766387990862997,0.0234296589926093,-3.54593585022718
"UCK2","UCK2",-0.636694364370434,6.74089102738359,-2.71582589283867,0.00766421008073286,0.0234296589926093,-3.54597471843181
"ARMC2","ARMC2",0.339464611757651,2.75453239437237,2.71556711041866,0.00766982389580315,0.0234426236946117,-3.54663532076356
"TMEM199","TMEM199",-0.289364458471534,7.19712610316745,-2.71552730576596,0.00767068771688491,0.0234426236946117,-3.54673692651152
"STARD5","STARD5",-0.346267413637239,2.47781273391985,-2.71539847514024,0.007673484141946,0.0234477513970076,-3.54706577189791
"MDH1","MDH1",-0.242626781900157,11.623004823863,-2.71519053631187,0.00767799966010752,0.0234581298462576,-3.54759651536961
"GLRB","GLRB",-0.553803570742432,5.53265965953445,-2.71488400033526,0.0076846606769716,0.0234750593282831,-3.54837885352568
"PLEKHA8","PLEKHA8",-0.423159387581237,2.46765376915356,-2.71453678641342,0.00769221196382227,0.0234947030723652,-3.54926491616739
"WDR76","WDR76",-0.216832642539908,2.45427959126834,-2.7141110416052,0.00770148035641735,0.0235183477541763,-3.55035124808395
"PPDPF","PPDPF",-0.511912900668333,7.43540704461933,-2.71407813351313,0.00770219718215916,0.0235183477541763,-3.55043521027559
"CBX4","CBX4",-0.623164065841225,5.95243338247852,-2.71377570288152,0.00770878776347133,0.0235350435621739,-3.55120679452805
"IFT57","IFT57",0.433515121637668,11.7931941384928,2.71366670887786,0.0077111642207804,0.023538870597932,-3.55148484995148
"CPT1B","CPT1B",-0.781314974185256,4.47032768188196,-2.71329979736305,0.00771916908895663,0.0235598751372611,-3.55242080883818
"DOCK8-AS1","DOCK8-AS1",-0.186001749182648,2.41528717926505,-2.71283529791785,0.00772931384694515,0.0235874038229239,-3.55360554702483
"PNKP","PNKP",-0.270092144803896,7.69336062671137,-2.71240808806592,0.00773865488075375,0.0236090391177526,-3.5546950187581
"FBXO44","FBXO44",-0.256000746706719,3.64182360850621,-2.71240803536586,0.00773865603368371,0.0236090391177526,-3.55469515314465
"WIPF1","WIPF1",0.536525273469834,8.03565240157277,2.71022475499284,0.00778655419793432,0.0237517097056314,-3.56026061513301
"CNTFR-AS1","CNTFR-AS1",-0.0356461958853124,2.22200692014685,-2.70967896801093,0.00779856999662885,0.0237849009558176,-3.56165128315955
"COL22A1","COL22A1",-0.24821905702524,2.32434764832413,-2.70931847814231,0.00780651560814105,0.0238056706688759,-3.56256967870262
"UPF3A","UPF3A",0.25289675541033,9.40998461978596,2.70908023433022,0.00781177080934678,0.0238182312298949,-3.56317657755039
"MRPL54","MRPL54",0.248440668906805,9.46186892878902,2.70837631482236,0.00782731669380386,0.0238621600546126,-3.56496945889833
"STEAP1B","STEAP1B",-0.321886645568121,2.43201319929507,-2.70832222262638,0.00782851246767106,0.0238623350803142,-3.56510721471387
"HPCA","HPCA",-0.106165445166816,2.53323629036142,-2.70783817201668,0.00783922038101328,0.0238915000911312,-3.56633983216631
"RARB","RARB",0.419171140711822,5.64977629785358,2.70676885811109,0.00786292233024409,0.0239602526365135,-3.56906211755222
"LUC7L3","LUC7L3",-0.333026719699389,10.8559155279459,-2.70664801557533,0.00786560496108731,0.0239649434875454,-3.56936970219547
"COMTD1","COMTD1",-0.284798074908435,7.01328398940049,-2.70633891257732,0.00787247064101967,0.0239823760466581,-3.57015641790543
"NUP50-DT","NUP50-DT",-0.195721549529782,2.34554244247788,-2.70610872685727,0.00787758697368137,0.0239944751732503,-3.57074222561362
"CENPBD1P1","CENPBD1P1",0.282128101143138,6.74437589029109,2.70571337951757,0.00788638139457744,0.0240177723075886,-3.57174825705972
"PKD1P1","PKD1P1",0.350061698017707,11.0064439570292,2.70529879857851,0.00789561323554684,0.0240423946315417,-3.57280309350525
"COMMD7","COMMD7",-0.172321057872518,10.2424741930714,-2.70508654322168,0.00790034350949414,0.0240533043785063,-3.5733430893032
"LOC100507547","LOC100507547",0.268642279937304,3.21734944247788,2.70476457719483,0.00790752368083366,0.0240716688059302,-3.57416212758439
"KAT14","KAT14",-0.352595164328711,7.03957686070722,-2.70436455555849,0.00791645282340535,0.0240953512536987,-3.57517960986458
"RHCE","RHCE",-0.37975899598379,2.388371512419,-2.70421973003371,0.0079196878238127,0.0241016980491814,-3.57554795094427
"RFNG","RFNG",-0.226163221523053,7.53640164737142,-2.70410392066956,0.00792227554704243,0.0241060734529109,-3.57584248152065
"AP2A2","AP2A2",-0.222788906936626,9.93503521186777,-2.70363950909614,0.0079326603867424,0.0241341693798105,-3.57702347886534
"MLC1","MLC1",0.084794578942357,2.24804001937857,2.703406106119,0.00793788424125089,0.0241465577514296,-3.57761695488425
"LINC01270","LINC01270",-0.0494898706120137,2.23190072088943,-2.70301230661785,0.007946705051825,0.0241698826605275,-3.57861817093466
"TTC36","TTC36",-0.134719652037617,2.77336113274336,-2.70242640292725,0.00795984531618717,0.024206336503397,-3.58010756600316
"ECI2","ECI2",0.363465589163293,9.55517880965779,2.70206971536076,0.00796785452514832,0.0242271782065795,-3.58101414422691
"PRDX1","PRDX1",-0.242575457336304,12.7224451690934,-2.70151478294204,0.00798032974732689,0.02426159132175,-3.58242438481328
"VAPB","VAPB",0.148714402995963,2.3780846461655,2.70141799751524,0.00798250735779915,0.0242646924643541,-3.58267031802306
"SH3D19","SH3D19",0.70721013002746,4.7982188933619,2.70131752367672,0.00798476852565137,0.024268046662999,-3.58292561537336
"TRPC3","TRPC3",0.0360596842661616,2.22574431046354,2.7002046807287,0.00800985200364275,0.0243407535083153,-3.58575271885811
"ZNF311","ZNF311",-0.149639513479623,2.32220180530973,-2.69999467877633,0.00801459345951209,0.0243516318449474,-3.58628610033892
"HTRA3","HTRA3",-0.43215421893345,7.70872680005364,-2.69984077782738,0.0080180698754948,0.0243586638739307,-3.58667696845604
"SCCPDH","SCCPDH",-0.384774321779948,9.06113058101319,-2.69961228191903,0.00802323381550997,0.024370819771152,-3.58725725221983
"ADAM8","ADAM8",-0.360693832657764,2.54126690309228,-2.69914101000453,0.00803389395371157,0.0243996645983341,-3.58845394925003
"TBC1D29P","TBC1D29P",-0.0333355900594096,2.27275690804767,-2.69898590304642,0.00803740527243798,0.0244067926004411,-3.5888477710619
"SMC4","SMC4",-0.627607862447893,6.71489000288443,-2.69847497921252,0.0080489814411496,0.0244384051230269,-3.59014488365178
"MGARP","MGARP",0.445093190742381,2.67754780606583,2.69838564969999,0.00805100696222831,0.0244410149083606,-3.59037164766612
"LAMTOR5-AS1","LAMTOR5-AS1",-0.137639788401253,2.2815549380531,-2.69729684992678,0.00807573238463877,0.0245125256656238,-3.5931350497097
"GAS2","GAS2",-0.45405268699311,3.86750090459344,-2.6971756459167,0.0080784890490376,0.024517342905158,-3.59344260815087
"GLO1","GLO1",-0.194400119762486,12.2145817583127,-2.69707427036332,0.00808079539058584,0.0245207922665692,-3.59369984204345
"LINC01355","LINC01355",-0.572095016073605,2.75394994245155,-2.69667336425342,0.00808992204699976,0.0245449335575639,-3.59471703225228
"TRO","TRO",-0.0757474222201845,2.25669920924377,-2.69590163664819,0.00810751681324554,0.0245947565035098,-3.59667470790604
"CETN2","CETN2",-0.337628127675783,11.2876399681707,-2.69547696513968,0.00811721378200288,0.0246206099404347,-3.59775178139606
"GRK3","GRK3",-0.285577193441603,7.03194471936731,-2.6944972132012,0.00813962563287248,0.024685016278396,-3.60023611050713
"PROCA1","PROCA1",-0.159320766144198,2.51073588495575,-2.69444458073103,0.00814083118920429,0.0246851010253291,-3.60036954674784
"FABP3","FABP3",-0.922681248215901,5.03385611735712,-2.69404297891253,0.00815003528645178,0.0247094358800408,-3.60138763074709
"KXD1","KXD1",-0.147757815058144,8.9948701129272,-2.69380583990935,0.00815547457994835,0.0247223511417032,-3.60198872943704
"FAM13A-AS1","FAM13A-AS1",0.508163363500759,3.41925982722503,2.69373109097518,0.00815718979008917,0.0247239751850563,-3.60217819302068
"PATZ1","PATZ1",-0.303009150166284,7.82433323628971,-2.69304893633896,0.00817285782807824,0.0247678828671644,-3.60390701415456
"TMEM209","TMEM209",-0.170986587337477,2.45912279006163,-2.6926933660395,0.00818103554636498,0.0247890816887688,-3.60480800280539
"FAR2P2","FAR2P2",-0.448605352182563,3.11172448812548,-2.69156625671215,0.00820700687078004,0.0248641823999554,-3.60766332422812
"NDUFB1","NDUFB1",-0.185732886081257,12.6901040033773,-2.69120148223273,0.00821542815933622,0.0248860989994228,-3.6085871877875
"OTUB1","OTUB1",-0.219470054669649,9.91549800379619,-2.69084039713946,0.00822377199133409,0.0249077746687394,-3.6095015990646
"NF1","NF1",-0.0467578210167174,2.25314866074508,-2.69072897939265,0.00822634814602332,0.0249119777285381,-3.60978373144701
"CELA1","CELA1",0.222727995890481,2.36454978624879,2.69058009573358,0.00822979171431292,0.0249186832301631,-3.6101607191376
"HIC2","HIC2",0.391511070858301,6.61562129128358,2.6905304651217,0.00823093992394092,0.0249186832301631,-3.61028638453544
"UBN1","UBN1",-0.286633002442322,8.16822988741715,-2.69038966496035,0.00823419814181324,0.0249249475016158,-3.61064288142926
"ADD2","ADD2",0.165388712807094,2.3080177228601,2.69026742081622,0.00823702790853579,0.0249299132282309,-3.61095238241478
"HOXB2","HOXB2",-0.521122247302786,7.1441085476006,-2.68899378565025,0.00826656313669525,0.0250156917094566,-3.61417627195744
"MTBP","MTBP",-0.0631392026486766,2.23584760443895,-2.68795377795119,0.00829075180120211,0.0250852683684755,-3.61680779840165
"CD300A","CD300A",0.458544699589457,7.81998681084511,2.68788639125673,0.00829232130334559,0.0250863961842589,-3.61697827581414
"RAF1","RAF1",0.676312297499553,5.24768003350162,2.68764551761937,0.00829793368924153,0.0250997526686697,-3.6175876164045
"MBLAC1","MBLAC1",-0.142721720760814,4.77267739956364,-2.68710721585838,0.00831048863889376,0.0251341022721817,-3.61894919085486
"TMEM182","TMEM182",-0.29702478369074,2.36487753075422,-2.68636683424254,0.00832778488446654,0.0251827793924102,-3.62082151283532
"ALYREF","ALYREF",-0.454521993267995,8.76996671748841,-2.68575615707283,0.00834207562569408,0.0252223552958026,-3.62236548955639
"ABHD15","ABHD15",-0.37768436569377,6.59744066725777,-2.68562500970749,0.00834514756492025,0.0252280045076231,-3.62269702960423
"TOPBP1","TOPBP1",-0.252967958814623,8.7013518811086,-2.68553334291748,0.00834729533710632,0.0252308586671121,-3.62292875446859
"RECK","RECK",-0.109259874667092,2.44815719904406,-2.68540659395378,0.00835026591753436,0.0252361986971389,-3.62324915227154
"MFSD5","MFSD5",-0.210483906031263,8.50035955492594,-2.68512675628743,0.00835682778965374,0.0252519634351672,-3.62395648283605
"ADAP1","ADAP1",-0.338875779848894,5.48455106369988,-2.68504883194394,0.00835865585800703,0.0252519634351672,-3.62415343647616
"C2orf68","C2orf68",0.311481378125145,6.82043676046161,2.68503006451421,0.0083590961872257,0.0252519634351672,-3.62420087037189
"PPFIA2","PPFIA2",-0.0490781435742081,2.2288515810265,-2.68494695643948,0.00836104635609842,0.0252542152329301,-3.624410919066
"RIOK2","RIOK2",-0.276376467143514,8.8504882343573,-2.68419040605458,0.00837881813226335,0.0253035402779315,-3.62632277431901
"VPS13A","VPS13A",0.527241337298494,5.61634052140625,2.68414903749473,0.00837979088872248,0.0253035402779315,-3.62642730189896
"NFE2L2","NFE2L2",0.480729542951051,3.4228668610844,2.68316277172948,0.00840301266294579,0.0253700059686979,-3.6289189199247
"GABRP","GABRP",-0.881857157211627,2.79276067967386,-2.68175891957329,0.00843616718268264,0.0254664367055578,-3.63246410615877
"MRPL48","MRPL48",-0.297965405123939,9.1110020474444,-2.68141414950865,0.00844432766811506,0.0254874005153388,-3.63333451426741
"ZNF418","ZNF418",-0.142828020062696,2.29223309734513,-2.68024221761224,0.00847212006243427,0.0255676044844151,-3.63629244426693
"CIITA","CIITA",0.519387339865938,6.32912864716864,2.68006582299655,0.00847631043557964,0.0255765682093883,-3.63673756202952
"SGCB","SGCB",0.44392966864646,8.13659109918425,2.67966336755572,0.00848587806867072,0.0256017524576102,-3.63775302996805
"CBLN3","CBLN3",-0.303818313479625,2.8835445840708,-2.67668520290779,0.00855698314558981,0.0258125601810122,-3.64526331554264
"SLC20A2","SLC20A2",-0.318339634655992,6.65849008827419,-2.67649793574571,0.00856147222557623,0.0258223857255437,-3.64573531757681
"MTMR11","MTMR11",-0.33339528985199,4.8906391454098,-2.67625686467666,0.00856725420884041,0.0258327329091857,-3.64634288825485
"GGTLC1","GGTLC1",0.744647997199335,8.13259827612272,2.67625213936519,0.00856736757869759,0.0258327329091857,-3.64635479696245
"USP30-AS1","USP30-AS1",0.345896123215453,4.32384005252935,2.67615298137088,0.00856974689472776,0.0258361907676231,-3.6466046902101
"C14orf178","C14orf178",-0.0360679588564349,2.24359720171751,-2.6755601577045,0.0085839843114789,0.0258753924557407,-3.64809852644749
"TNIK","TNIK",0.465810958289152,6.66715038778992,2.67526953413781,0.00859097183238419,0.0258927320705158,-3.64883075269927
"SYDE1","SYDE1",0.470870044540937,4.56818022697806,2.6750381939252,0.00859653767490037,0.0259057824527403,-3.64941356455053
"SWT1","SWT1",-0.183214849269191,6.22297100660912,-2.67478638725557,0.00860259963546017,0.0259203239267667,-3.65004788690151
"CD48","CD48",0.642828501110247,9.52412943690912,2.67330487527884,0.00863834384601274,0.0260236194695462,-3.65377887870799
"PCSK5","PCSK5",0.566940684376009,8.10867022153919,2.67326263498791,0.00863936494077723,0.0260236194695462,-3.65388522865677
"SSX2IP","SSX2IP",-0.400592581983635,2.6142639029369,-2.67253040934156,0.00865708276556916,0.0260732426626237,-3.65572854567771
"GPS2","GPS2",0.25196855471189,9.46790943075556,2.67225441456235,0.00866376960858335,0.0260896334628824,-3.6564232243666
"LETM2","LETM2",-0.253470225452112,2.36734229451528,-2.67209424345614,0.00866765240331114,0.0260975767995128,-3.65682634602853
"FCGR1B","FCGR1B",0.631728185822286,8.57689359872302,2.67179115332294,0.00867500408936538,0.0261159608963489,-3.65758911088035
"ATP6V1E1","ATP6V1E1",0.20799206006929,11.238320379289,2.67150834781142,0.00868186884939139,0.0261328740409165,-3.65830075832193
"CYP51A1","CYP51A1",0.362198422093206,11.0839178839939,2.67139354757048,0.00868465688947981,0.026137512952947,-3.65858962099023
"LINC00597","LINC00597",0.936438412875595,5.18396667361909,2.67126938747724,0.00868767315586651,0.0261428373088248,-3.65890202282568
"FRG1JP","FRG1JP",0.346376269691077,8.09887680617448,2.67103434668263,0.0086933856859206,0.0261562725345583,-3.65949337899089
"BGLAP","BGLAP",-0.389212526119657,5.44657886467343,-2.67084451200657,0.00869800199084454,0.0261639384578258,-3.65997096441989
"ST7-AS1","ST7-AS1",0.30061946003982,3.30612222471369,2.67082692075623,0.00869842987847476,0.0261639384578258,-3.66001521891688
"SLC35B4","SLC35B4",-0.320687342990725,7.90662390139615,-2.67066353377137,0.00870240499641193,0.0261721396750053,-3.66042624106504
"PIGA","PIGA",0.482908352312739,9.76953165735124,2.66981540723471,0.00872306591088595,0.0262305132153194,-3.66255946339229
"UFD1","UFD1",-0.16348862077272,11.3750593152568,-2.66964556104195,0.00872720880994081,0.026239206981351,-3.66298659185183
"PCDHGC3","PCDHGC3",-0.626321522373252,3.21191162094386,-2.66942942217922,0.00873248345939708,0.0262513004841362,-3.66353010237365
"NOP14-AS1","NOP14-AS1",-0.228722055892993,2.5681562854354,-2.66912166262506,0.00873999900115496,0.0262701260484959,-3.66430393880822
"KRI1","KRI1",-0.232317214653511,7.42280458305749,-2.66881055867604,0.00874760216672389,0.0262892095510919,-3.66508610473349
"CPLANE1","CPLANE1",-0.0670601662425254,2.24005994573266,-2.66836161086745,0.00875858469998007,0.0263184421561041,-3.66621469124699
