"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"RTKN2","RTKN2",5.22290254326019,6.150943,21.0219610738913,1.34700536596748e-40,2.82359264814104e-36,81.6098029752007
"COL10A1","COL10A1",-6.4910106447462,7.03527245522058,-20.7236275643544,4.80645616904705e-40,5.03764671077822e-36,80.3680765136443
"GRK5","GRK5",3.40856557277042,4.64188441861428,19.3751965753248,1.73107474537857e-37,1.20955962708752e-33,74.6123063021999
"NCKAP5","NCKAP5",4.45262045768025,6.68652762831858,18.4686162535241,1.02967823207345e-35,5.39602877518091e-32,70.6087974110932
"FRMD3","FRMD3",3.17609460971787,7.44163439823009,18.4022313829461,1.39445945300646e-35,5.84613181078426e-32,70.3113769984159
"SGCG","SGCG",3.98869593310532,5.31437951929928,17.8675636354048,1.63685511756079e-34,5.71862616238488e-31,67.8947010840919
"CA4","CA4",5.03496867653311,7.37831108964141,17.1698180756163,4.30043880439114e-33,1.28779711739496e-29,64.6842029059601
"GPM6A","GPM6A",5.04255992170157,7.11128246944074,16.8170743456903,2.29768716321259e-32,6.02051478940779e-29,63.0368372055668
"KANK3","KANK3",3.65836868331634,7.01305843644357,16.7244527792696,3.57693016752224e-32,8.33106779684458e-29,62.6015933403893
"GPIHBP1","GPIHBP1",5.00278405642633,6.55384257522124,16.519848627335,9.54505206485498e-32,2.0008338138349e-28,61.6361841775633
"PYCR1","PYCR1",-2.11466643869566,7.78920676110516,-16.3939087271234,1.75098700339245e-31,3.33674450591932e-28,61.0392596503277
"EFNA4","EFNA4",-2.31764856377839,6.82670700482914,-16.3713275240958,1.95262990194506e-31,3.41091900038103e-28,60.9320145859619
"PCAT19","PCAT19",3.43269727147336,7.48454083185841,16.0329029305811,1.0076979223864e-30,1.62487414223567e-27,59.316922039373
"RASIP1","RASIP1",3.32924165114163,7.86222276287013,15.9410085645672,1.57728199371074e-30,2.26912398596445e-27,58.8758538390636
"TEK","TEK",3.23560773259311,8.32782701709637,15.935061693267,1.62374104519925e-30,2.26912398596445e-27,58.8472737141499
"GRIA1","GRIA1",3.75736102841443,5.63543426768391,15.7937706680483,3.24043786931497e-30,4.24537866353627e-27,58.1669329880527
"PROM2","PROM2",-4.15153212660039,7.18032568892334,-15.3205939356468,3.33556402081587e-29,4.11294664731425e-26,55.8704102322576
"KL","KL",3.44265458489482,6.29959819995331,15.2575428889296,4.56000866548568e-29,5.31038342477283e-26,55.5623208483313
"CCBE1","CCBE1",3.92394099096134,7.59224310613619,15.1935707129852,6.26545775489068e-29,6.91244870831676e-26,55.2492379094112
"SERTM1","SERTM1",4.24377477492163,4.55223869911504,15.1055775372213,9.70714833082672e-29,9.73864893913581e-26,54.8177885897186
"FAM107A","FAM107A",4.97620550825458,7.4104177520631,15.1045634186418,9.75630320207289e-29,9.73864893913581e-26,54.8128107267727
"CLEC3B","CLEC3B",3.64260668195198,11.1085637210843,15.0635823709142,1.19666889182239e-28,1.14020787774459e-25,54.6115496944337
"EPAS1","EPAS1",1.904692697334,13.4888185462985,14.9212436633253,2.43594987208135e-28,2.22010353124214e-25,53.910958544148
"ANOS1","ANOS1",2.875325144568,10.5699138842749,14.9050964231383,2.64089493998535e-28,2.30660165549887e-25,53.8313301455087
"CDH5","CDH5",2.88482953542717,9.2572661249485,14.7940440698998,4.60661232317932e-28,3.86255230073939e-25,53.2828564056052
"AGER","AGER",6.15993539327232,9.27490926785781,14.6743732441452,8.40315878221614e-28,6.77488516895441e-25,52.6902050072974
"EDNRB","EDNRB",3.46660855042887,9.85737857493791,14.6340260727722,1.02947750270188e-27,7.99255830060621e-25,52.4900180433269
"CD300LG","CD300LG",4.21004635701899,4.77618026826454,14.6064847822764,1.18263463102234e-27,8.85370969124653e-25,52.3532612841865
"IGSF10","IGSF10",3.31302998526646,8.19011588495575,14.5673887308048,1.44018357401791e-27,1.04100441650219e-24,52.1589797747167
"ARHGEF15","ARHGEF15",2.6007254027606,6.1098211472679,14.5506455753579,1.56705821106138e-27,1.09495580734229e-24,52.0757239137108
"VSIR","VSIR",2.03105295803054,5.3178144983982,14.5438672731837,1.62156120580698e-27,1.09648922568148e-24,52.0420094990468
"LDB2","LDB2",2.68834915709573,10.2921957338503,14.4865502320083,2.16559502856758e-27,1.41860009340105e-24,51.7567128022098
"CLEC14A","CLEC14A",2.49295403452849,8.76376174421723,14.2147642123587,8.57971713126589e-27,5.30378364784923e-24,50.3988659850078
"S1PR1","S1PR1",2.60699264065202,8.71600025023102,14.2142388713118,8.60264497790639e-27,5.30378364784923e-24,50.3962334355795
"CAV1","CAV1",3.21085973740894,11.8940064244794,14.0619652023289,1.86689524699627e-26,1.11811023335816e-23,49.6319023461537
"SSR4","SSR4",-1.11684660913516,12.9663645541594,-13.9582292671146,3.16924129128274e-26,1.84537877632969e-23,49.1097723904552
"LINC00968","LINC00968",3.85814691191223,6.75121683185841,13.9066582780636,4.12472220451546e-26,2.2773339365539e-23,48.8497764028633
"RGCC","RGCC",2.32532798913496,13.2286416243844,13.9064858205203,4.12836034677264e-26,2.2773339365539e-23,48.8489064844724
"SPOCK2","SPOCK2",2.12986265095551,6.3139652417378,13.8959508080082,4.35682512160243e-26,2.34173764612898e-23,48.7957593485672
"ACVRL1","ACVRL1",2.52689028710796,6.1152909429024,13.8768449965172,4.8040365055466e-26,2.5175553307317e-23,48.6993444139978
"CTHRC1","CTHRC1",-3.93728309595092,10.0490660546549,-13.8598061865361,5.24161421240264e-26,2.67987114927766e-23,48.613328053207
"ADIRF","ADIRF",3.31193056950468,11.0404064559504,13.8072062792466,6.86148597685147e-26,3.42453497730382e-23,48.3475988897557
"ECSCR","ECSCR",2.30690427387183,8.96794153704996,13.7922106729957,7.40938840717723e-26,3.61199069281975e-23,48.27179002146
"TNNC1","TNNC1",4.58303128854386,8.03744170203434,13.7762166907263,8.04227074000146e-26,3.80115886049842e-23,48.190908323176
"CYYR1","CYYR1",2.27087845380717,9.70576985614543,13.7733788308381,8.16010632203171e-26,3.80115886049842e-23,48.1765544835911
"ABCC3","ABCC3",-3.21635631508174,8.26846733528822,-13.760207451037,8.73011855761589e-26,3.97827706966836e-23,48.1099230353139
"STARD13","STARD13",2.4120152143935,7.58552053197699,13.7505968074593,9.17110618642964e-26,4.09031335914762e-23,48.0612933896739
"CLDN5","CLDN5",2.85623600871167,10.5731569184237,13.7369036362867,9.83833158215308e-26,4.29648138802277e-23,47.9919898519003
"CNTN6","CNTN6",2.41725664996782,3.90906638085351,13.6857753993376,1.27901170982783e-25,5.47155989008386e-23,47.7330513261289
"JCAD","JCAD",2.83913623039203,8.81797328716892,13.6665202312917,1.41194905596987e-25,5.91945522224806e-23,47.6354646712026
"LINC00673","LINC00673",-3.73506809192005,5.0052828404065,-13.5919874075522,2.07108409036525e-25,8.51256170632084e-23,47.2573735459443
"GCNT3","GCNT3",-4.28882076101472,5.02988930910042,-13.5748136146202,2.26239279061067e-25,9.12005339938094e-23,47.1701750422367
"CLEC1A","CLEC1A",2.44668310602205,5.90881792912249,13.5570082362807,2.47949097331775e-25,9.80662071371446e-23,47.0797386543347
"ZBED2","ZBED2",3.95091495053712,4.98383804277149,13.5485537248281,2.58977956789249e-25,1.00531406115116e-22,47.0367857832592
"OTUD1","OTUD1",1.73686212270374,10.4752678295268,13.4969175801004,3.37879364123945e-25,1.28775040559384e-22,46.7742963976161
"GDF10","GDF10",3.49862183510374,5.35653314961763,13.4898486248526,3.50414482990397e-25,1.31167649865084e-22,46.7383413055936
"ARHGEF26","ARHGEF26",3.68145509628015,5.2470609587861,13.4834185513962,3.62221653326634e-25,1.33208601702332e-22,46.7056315190516
"PEAR1","PEAR1",2.79632519962901,6.26345204988995,13.4204793911882,5.01118852551026e-25,1.81111265296114e-22,46.3852465818291
"OCIAD2","OCIAD2",-2.23406845448501,10.0384064689852,-13.3921603102624,5.79990397064972e-25,2.06063706835186e-22,46.2409658521483
"CBFA2T3","CBFA2T3",2.19568838337357,5.6795219882641,13.3807901896957,6.15059724453472e-25,2.14881365733228e-22,46.1830153151301
"ARHGAP31","ARHGAP31",1.47341086712016,9.20212279741637,13.3725348947875,6.41848241562965e-25,2.18018011188245e-22,46.1409324384587
"LIMS2","LIMS2",2.41431672912068,7.59670122787771,13.3716347640828,6.44839075167979e-25,2.18018011188245e-22,46.1363434615801
"TMED3","TMED3",-1.39875050066712,10.2052606591608,-13.3483283675975,7.27342530094544e-25,2.42008795489553e-22,46.0174975480461
"CORO2B","CORO2B",2.47986464456777,4.7134495262487,13.3205702884954,8.39542327641237e-25,2.74976348000244e-22,45.8758835389818
"HIGD1B","HIGD1B",3.63190116136707,7.47194516302842,13.2986794762542,9.40153759870504e-25,3.03192355606239e-22,45.7641510375653
"TMPRSS4","TMPRSS4",-4.91024099526778,5.41909828729235,-13.2943183029207,9.61599641827105e-25,3.05409874120906e-22,45.7418858295773
"GIMAP8","GIMAP8",2.50384757993731,9.74701615929204,13.278268158373,1.04484109602096e-24,3.26894911265544e-22,45.6599291546549
"STXBP6","STXBP6",3.73568675707168,6.51135746953736,13.2525597664307,1.19350555360717e-24,3.67915638451669e-22,45.5286041536926
"LYVE1","LYVE1",3.93431102240986,7.05572514503989,13.2471364118457,1.22748345865727e-24,3.7290591681701e-22,45.5008923601825
"TMEM88","TMEM88",2.18780905431375,6.38290842496772,13.1996992237135,1.56927726208876e-24,4.69931285255781e-22,45.2583849092804
"SEMA5A","SEMA5A",2.34524256503575,6.9772650338225,13.0049783309968,4.3105618658582e-24,1.27264785679042e-21,44.2607772142929
"FABP4","FABP4",5.06222255511133,10.5603221071806,12.9860800200683,4.75555386004237e-24,1.384526666864e-21,44.1637748884167
"TSPAN18","TSPAN18",2.47084552514573,6.7932956691504,12.983413942872,4.82193615047775e-24,1.38462226830568e-21,44.1500877601875
"SLC50A1","SLC50A1",-1.54723313861245,8.82901568077156,-12.9697226858377,5.1777644022691e-24,1.45775801056075e-21,44.0797896288533
"ARAP3","ARAP3",1.80692966736178,8.2333816205882,12.9683184829135,5.21571657246716e-24,1.45775801056075e-21,44.0725787800965
"ASPA","ASPA",2.46036151107984,4.96854637225127,12.8999386653198,7.44480068634287e-24,2.05339357877788e-21,43.7212273943116
"HEG1","HEG1",2.01019288416932,9.00353951376332,12.8895336724673,7.85929426002038e-24,2.13956527634477e-21,43.6677286320664
"ITIH5","ITIH5",2.2690404963631,6.09215462752983,12.8616635465475,9.08720181541778e-24,2.44212723659984e-21,43.5243846293612
"CFL2","CFL2",1.71015876919077,9.43910133688709,12.8410707946001,1.01165477068196e-23,2.68434269658673e-21,43.4184276536998
"CDH3","CDH3",-3.51910486267051,7.08554385178165,-12.8356994351481,1.04037626952668e-23,2.72604592022727e-21,43.3907841921245
"THBD","THBD",2.52594123613549,10.0885285114712,12.8310257726276,1.06603176474586e-23,2.75709685062405e-21,43.3667294087933
"SRD5A1","SRD5A1",-2.9101587453187,6.69505584989879,-12.8287892731671,1.07853230489062e-23,2.75709685062405e-21,43.3552177592782
"MMRN2","MMRN2",2.34344435310127,8.81723161510602,12.8072995335087,1.2063991361895e-23,3.0208605818593e-21,43.2445848440007
"KDELR3","KDELR3",-2.24077843712126,9.69127359153299,-12.806643253262,1.21053472414932e-23,3.0208605818593e-21,43.2412055874805
"PRR29","PRR29",1.83549323211578,11.2463291992872,12.7977287634695,1.26813890296304e-23,3.12737972751896e-21,43.1953003544207
"HSPA12B","HSPA12B",2.65611455743049,7.33723949316676,12.7757403608191,1.4222578856046e-23,3.46667090674927e-21,43.0820424741152
"GIMAP6","GIMAP6",2.27437749257484,10.8494781709101,12.7646553374948,1.50694138144417e-23,3.63086267101524e-21,43.0249304476535
"PCDH12","PCDH12",1.62498755865475,8.50269538075197,12.7389173422372,1.72358956326893e-23,4.10566868468674e-21,42.8922844039716
"PRX","PRX",2.09102108330811,6.32120566182574,12.699936681155,2.11266793722766e-23,4.97592643822093e-21,42.6912857690891
"ANGPTL1","ANGPTL1",3.20594723859493,5.01103024626011,12.6629268433386,2.56335130320722e-23,5.97033000198109e-21,42.5003348702669
"RAPGEF4","RAPGEF4",2.47134784226935,6.97813724362427,12.6592769057218,2.61271805913701e-23,5.97661938889128e-21,42.481497154528
"TRHDE","TRHDE",2.92183463264161,4.88744756512242,12.658519944973,2.62307501086727e-23,5.97661938889128e-21,42.477590265473
"FILIP1","FILIP1",3.22378408400655,7.7961804915305,12.644245236605,2.826281192705e-23,6.37037702811638e-21,42.4039058307993
"FENDRR","FENDRR",2.37855022006269,5.39451653097345,12.6172889030342,3.254072365417e-23,7.25658137487992e-21,42.2647158346048
"LRRN3","LRRN3",3.94628486182313,5.89731917522204,12.6084144109955,3.4086671536697e-23,7.5213137763394e-21,42.2188794276792
"CST1","CST1",-4.83224326316471,4.86162990941973,-12.5611471334984,4.36507186704852e-23,9.53131629969491e-21,41.9746411406755
"FUT3","FUT3",-2.60002433864415,4.80327155886845,-12.5511408081452,4.59979662239183e-23,9.94030276273995e-21,41.9229142712139
"RAMP3","RAMP3",3.31404635606175,8.53866596635146,12.5423794207541,4.81568963067497e-23,1.03006618406335e-20,41.877616614042
"TMEM74B","TMEM74B",1.89701276871368,5.14874547734822,12.5153997647036,5.5464518850698e-23,1.17439115570538e-20,41.7380905455515
"FGD5","FGD5",1.97856883837523,6.02460861741279,12.4493525572679,7.84005602184948e-23,1.64343254330009e-20,41.3962906036101
"BDNF","BDNF",2.71549083078992,3.82426874095704,12.4257753989727,8.87172044869141e-23,1.84127726777692e-20,41.2741970846315
"SCUBE1","SCUBE1",1.88635142891798,4.2625735493455,12.4126348910154,9.50470002157165e-23,1.95330903776652e-20,41.2061314262441
"CAV2","CAV2",2.66596304868308,11.8614034493395,12.392050535336,1.05885150283758e-22,2.15491700994964e-20,41.099482174078
"WFS1","WFS1",1.8955797498033,7.88938447602441,12.382207037102,1.11497692762201e-22,2.24732176507813e-20,41.0484711673636
"ZNF106","ZNF106",1.17852279053968,10.0026746056872,12.3769847260048,1.14595464481177e-22,2.28776202519469e-20,41.0214052068738
"STK39","STK39",-1.68525293147185,9.17458777520996,-12.3544779821351,1.28964331411601e-22,2.5503304858962e-20,40.9047354915423
"ST6GALNAC3","ST6GALNAC3",2.64349680250784,6.05798388495575,12.3271126452443,1.48890739344597e-22,2.91686698891724e-20,40.762830512958
"FOXF1","FOXF1",2.87839728989554,8.85685299830337,12.3151021940145,1.58584607118053e-22,3.07800975408206e-20,40.7005324287379
"GNG11","GNG11",2.2710621134255,11.1292325711926,12.2778065998309,1.92909025627804e-22,3.70987063780736e-20,40.5070151197077
"ESAM","ESAM",2.35240400092971,8.98086495263045,12.1809291541405,3.2105319593512e-22,6.11810644835635e-20,40.0038890578327
"GPR146","GPR146",2.70370675225305,7.06947408249313,12.1609890204097,3.56570497737133e-22,6.73073151214753e-20,39.9002517987576
"PLAC9","PLAC9",2.82897417588396,8.81330291716287,12.1593692219227,3.59623093865339e-22,6.73073151214753e-20,39.8918318514126
"COX4I2","COX4I2",2.07112773322884,7.35973020353982,12.1529094889408,3.72059592322349e-22,6.90187006571777e-20,39.8582514762301
"ADCY4","ADCY4",2.02085061003135,6.15013462831858,12.1469691625935,3.83876293600131e-22,7.05860953197014e-20,39.827368732288
"JAM2","JAM2",2.38897875002015,8.3513414962796,12.1130536653432,4.5891980831807e-22,8.36511045388121e-20,39.6510030045944
"MME","MME",3.80810004219752,6.19589487414937,12.1109851311729,4.63945986028679e-22,8.38382393028721e-20,39.6402438595247
"PTPRM","PTPRM",1.62045399623183,9.47799867863936,12.0952038542277,5.041528738244e-22,9.03252353940775e-20,39.5581508924054
"CLIC5","CLIC5",4.06235025922639,10.468320803245,12.0694389004309,5.77439659896212e-22,1.02578730091054e-19,39.424088838775
"ERG","ERG",1.50406116957516,4.46569854200064,12.0380153865571,6.81430053132048e-22,1.20034762804655e-19,39.2605260255684
"GAB2","GAB2",1.25873223230764,8.97291938788297,11.9730071927013,9.60022814345275e-22,1.6769998528588e-19,38.921953774155
"FCN3","FCN3",4.83576627595332,9.42705563761415,11.9527306075233,1.06840348229665e-21,1.85089866081839e-19,38.8162968787139
"ST14","ST14",-1.55937082280277,9.25031735520007,-11.9377425068353,1.15632526757101e-21,1.98679428351013e-19,38.7381810678803
"ANO6","ANO6",1.00316108075156,10.9615242901311,11.9157537630915,1.29860483603018e-21,2.21311825795648e-19,38.6235544524424
"ANXA8L1","ANXA8L1",3.43909422888785,8.05595115622995,11.8987446616173,1.42059235323373e-21,2.40148846036173e-19,38.534866780593
"ARHGAP6","ARHGAP6",2.84635367237505,8.11992297156693,11.8729022395143,1.62826812242963e-21,2.73054051058959e-19,38.4000883957507
"MDK","MDK",-2.09026959555987,9.01904664271717,-11.8551877445233,1.787947684666e-21,2.97452058460068e-19,38.307677859358
"NOTCH4","NOTCH4",1.84366216993156,7.86886385029994,11.7981315128978,2.41695302503361e-21,3.98930467013816e-19,38.0099127627359
"SH2D3C","SH2D3C",3.14789000160011,6.25903504368584,11.7797851463757,2.66305458191187e-21,4.3611679801591e-19,37.9141278700362
"PROS1","PROS1",1.47227792958211,10.6087672055829,11.7630136015559,2.90994074044741e-21,4.72854091482625e-19,37.8265487446708
"SLC6A4","SLC6A4",4.68486222909043,5.95463793366608,11.7486531926347,3.13948221973798e-21,5.04721638392762e-19,37.751548088779
"PLPP2","PLPP2",-2.95481203950715,7.39675421140001,-11.7477681012274,3.15420926578818e-21,5.04721638392762e-19,37.7469251219146
"S100A3","S100A3",3.15763209986636,5.28375224188428,11.7437643239634,3.22169769928449e-21,5.11615357366678e-19,37.7260122560087
"KCNK3","KCNK3",4.16764006883609,7.18342276212718,11.7314628913801,3.43823982768781e-21,5.4189761855633e-19,37.6617529770397
"TENT5B","TENT5B",2.8222038793601,6.73413329217542,11.7283663714827,3.49500793300464e-21,5.46734002176443e-19,37.645576335104
"FAM189A2","FAM189A2",3.00123468122488,7.88366010529122,11.7226603568378,3.60208668352214e-21,5.59310674518453e-19,37.6157659955276
"ADRB2","ADRB2",2.85477515727857,8.42941075047796,11.720112286161,3.65095936068766e-21,5.62730956755403e-19,37.6024533676442
"SOSTDC1","SOSTDC1",5.30025140773284,6.83672350005222,11.7063494693889,3.92665134510584e-21,6.00806317489843e-19,37.5305423215354
"FZD4","FZD4",1.94951021398331,7.88791358229508,11.6879259025712,4.32863458601954e-21,6.57513320232911e-19,37.4342631351366
"GLIPR2","GLIPR2",1.56627874140022,9.78026975496579,11.6714879527797,4.7219782685263e-21,7.1210149974711e-19,37.3483455999894
"LAGE3","LAGE3",-1.35782336660595,8.49711597852958,-11.6671158051139,4.83249975215031e-21,7.23563284318391e-19,37.325490999444
"SUGCT","SUGCT",-2.50438697100369,4.67379007025802,-11.657051668091,5.09685604124157e-21,7.57732598131246e-19,37.2728788411987
"SHANK3","SHANK3",2.73621094459411,7.66153579745469,11.6550849718532,5.15018359878335e-21,7.60268652096455e-19,37.2625969641708
"CRABP2","CRABP2",-4.08897562230444,7.08002912009773,-11.646664314115,5.38490568718077e-21,7.86995319482727e-19,37.2185715871213
"SLIT3","SLIT3",2.54554614771083,7.46768057422729,11.6458289124078,5.40876867635509e-21,7.86995319482727e-19,37.2142036946739
"CFD","CFD",2.56344995556503,11.4002002963205,11.6446068975485,5.44386610652587e-21,7.86995319482727e-19,37.2078143342052
"GRASP","GRASP",1.43717649576089,7.26535714392458,11.6322327408507,5.81237422942149e-21,8.34513620528311e-19,37.1431112462432
"PKIG","PKIG",1.650295601157,10.9040301594373,11.6158005848932,6.34064627690149e-21,9.04167532356525e-19,37.0571774708936
"PECAM1","PECAM1",2.62088240710642,7.70663359399496,11.6121840040842,6.46322633480657e-21,9.15419935339292e-19,37.0382623586587
"NHS","NHS",-2.53593546688295,6.77146782148422,-11.6102200549637,6.53078397094601e-21,9.1878049395282e-19,37.0279904193027
"UBE2T","UBE2T",-2.78336509088654,5.08401928745182,-11.5967480175948,7.01367253544753e-21,9.80137357920341e-19,36.9575232116417
"ANKRD29","ANKRD29",3.44033288425245,8.18730801452124,11.5951148349594,7.07459201322495e-21,9.8210329656438e-19,36.94898003663
"JTB","JTB",-0.589121958118439,12.5742309145795,-11.5899898668286,7.26922181709981e-21,1.00248307717136e-18,36.9221704932939
"PCLAF","PCLAF",-2.89973846573388,7.37807994794544,-11.5771650220912,7.78010101892186e-21,1.06125985425258e-18,36.855076047152
"CRYAB","CRYAB",2.31436481036189,8.80603714076996,11.5767630905065,7.79668054359781e-21,1.06125985425258e-18,36.8529731736293
"P2RY14","P2RY14",2.16912095498776,8.07946819616932,11.571000594039,8.03830970502911e-21,1.08709063249561e-18,36.8228234031066
"LHFPL6","LHFPL6",1.71747538556171,10.6642432059186,11.5619270369977,8.43407184942008e-21,1.13330137248425e-18,36.7753467107169
"TCF21","TCF21",3.60344299593356,9.1907917838501,11.5564187072804,8.68379060446876e-21,1.15942432261703e-18,36.7465228800037
"PLCL1","PLCL1",1.82290389234824,6.61714145315608,11.5532481381377,8.83087218473899e-21,1.17159963757278e-18,36.7299313622352
"NDRG2","NDRG2",1.71383649919686,9.2660639705176,11.5504446911043,8.96300052927932e-21,1.18165042197958e-18,36.7152605894193
"GGCT","GGCT",-1.44437111792834,10.8795165024121,-11.545401085129,9.2057151568167e-21,1.20606375698245e-18,36.6888658622894
"TOX3","TOX3",-4.1136348577128,7.99524463693229,-11.5211782473963,1.04663593687405e-20,1.36270698812136e-18,36.5620837524981
"SASH1","SASH1",1.77883628699294,9.52812935051015,11.5113120257523,1.10281275392001e-20,1.42698524368342e-18,36.5104362336432
"TMEM106B","TMEM106B",-1.59886489879001,10.1540120568926,-11.5100590063811,1.11016011606771e-20,1.42767953085959e-18,36.5038766300668
"DDOST","DDOST",-0.830950878789836,11.4153366547375,-11.5014449998384,1.16201496261202e-20,1.48525351501665e-18,36.4587800370258
"GJB2","GJB2",-4.23622776964455,5.5568127401096,-11.4910733541938,1.22768000115581e-20,1.55967443540777e-18,36.4044772593041
"SEC13","SEC13",-0.570299050183106,11.0706066515857,-11.4866908056064,1.25653205996894e-20,1.58671235187163e-18,36.3815301073294
"PIP5K1B","PIP5K1B",3.00108061970254,8.04073821478573,11.4805441562813,1.29814578874699e-20,1.62944503136014e-18,36.3493446170364
"EFCC1","EFCC1",1.54830605764538,3.74451159670905,11.4636985810112,1.41940591453019e-20,1.77104683216559e-18,36.2611280592458
"MUC20","MUC20",-2.65923890527159,7.8465147025383,-11.4578583284059,1.46404275875041e-20,1.81593279934474e-18,36.2305410115291
"UQCC2","UQCC2",-1.61628470902685,9.38365125863209,-11.4414426235166,1.59718175169762e-20,1.95864057389679e-18,36.1445593369103
"RADIL","RADIL",1.25183298426576,4.93881889931417,11.4413714943248,1.59778426741891e-20,1.95864057389679e-18,36.1441867530809
"LTBP4","LTBP4",2.23323437465036,8.5873649085827,11.4331977766067,1.66855970758766e-20,2.0335086389798e-18,36.1013703142029
"FXYD6","FXYD6",1.98695352600615,9.30371517767064,11.429238234508,1.7039655427174e-20,2.05958094409385e-18,36.0806279837791
"VWF","VWF",2.22738424466164,11.2656671221753,11.4286153404152,1.70960349333236e-20,2.05958094409385e-18,36.0773648494523
"ADARB1","ADARB1",2.25262035350245,8.91898509789423,11.4243679720222,1.74854861336685e-20,2.09446148762263e-18,36.0551138605697
"CASKIN2","CASKIN2",1.64932428819415,8.13718398037926,11.4201131816531,1.78845269938457e-20,2.13008781161928e-18,36.0328232170036
"PAFAH1B3","PAFAH1B3",-1.68665368619537,7.39896836652869,-11.4178778841585,1.80978086152692e-20,2.14331222708063e-18,36.0211122912728
"DACH1","DACH1",3.10296886114941,6.9885118655609,11.416688451588,1.82123351746796e-20,2.14475825804289e-18,36.0148806599236
"MAGED1","MAGED1",-1.20925367318783,11.1433538188212,-11.3917418427011,2.07889078279866e-20,2.4345088597221e-18,35.8841675672101
"AGTR1","AGTR1",3.4121675015487,7.09908418914002,11.3774208419153,2.24298370506907e-20,2.61207913475877e-18,35.8091179133727
"VEGFD","VEGFD",4.25446823775613,8.23108140985823,11.3673729545931,2.36579908179641e-20,2.73988289240974e-18,35.7564566223974
"CSRNP1","CSRNP1",2.5488811984699,10.2160053003834,11.3558158125118,2.51541335722546e-20,2.89714806561319e-18,35.6958802148164
"DAP","DAP",-1.23296863931111,9.98886986827321,-11.3461639319433,2.64759968340419e-20,3.03273139691358e-18,35.6452860647858
"IGSF9","IGSF9",-2.38125488809764,4.0161534535723,-11.3351318238574,2.80723028444306e-20,3.1981065881791e-18,35.5874523683497
"ICAM2","ICAM2",1.94763667345212,8.89327795721941,11.2977023860515,3.42418604611438e-20,3.87988042695404e-18,35.3912003637989
"ACADL","ACADL",3.40732851727923,6.72934026569272,11.2861729033464,3.64031491835006e-20,4.10259576980935e-18,35.330737569507
"CDO1","CDO1",3.29069837898407,7.07952505295351,11.275100790857,3.86071862939261e-20,4.32772106466994e-18,35.2726686188251
"MANEAL","MANEAL",-2.35999183785689,5.45637081774943,-11.2666142561406,4.03865811687509e-20,4.50310380031573e-18,35.2281569449731
"PPP1R14B","PPP1R14B",-1.42811991157302,9.29819603499005,-11.260775608128,4.16582478298981e-20,4.61776542495826e-18,35.1975318363239
"KLF6","KLF6",1.62696004821299,12.0820990483731,11.2598858829658,4.18555209780589e-20,4.61776542495826e-18,35.19286490505
"RIPOR1","RIPOR1",1.7333017216667,7.47904841934349,11.2582413963241,4.22226082396268e-20,4.63387598910501e-18,35.1842388999895
"PDLIM2","PDLIM2",1.43889275053113,9.69026789986326,11.2565226089347,4.26097271279274e-20,4.65200572945632e-18,35.1752230518654
"FAM167A","FAM167A",2.3673710484091,7.297235385641,11.2523757686338,4.3558405788554e-20,4.73093938932471e-18,35.1534704827332
"SOX7","SOX7",3.97226956262138,5.47839381439805,11.2478368183575,4.46210493584685e-20,4.82137338480524e-18,35.1296603573982
"RAMP2","RAMP2",3.00660259752158,8.35390879150827,11.1785462486688,6.44731381674059e-20,6.93069703725724e-18,34.7660905248271
"SOX17","SOX17",2.77762822372921,7.38775637816743,11.1755823175387,6.5496427895864e-20,7.00477613037297e-18,34.7505350263591
"ARHGEF16","ARHGEF16",-1.231471795444,5.03390160146523,-11.1491199690876,7.53843221109111e-20,8.02135106644121e-18,34.6116407988068
"SCN4B","SCN4B",2.91982463699059,8.30032507079646,11.1475908251767,7.59993596779174e-20,8.04595241196214e-18,34.6036140119711
"SYNM","SYNM",2.75991700167786,7.9566905056331,11.1303631032859,8.3285559511484e-20,8.77302461547601e-18,34.5131770599073
"PKNOX2","PKNOX2",1.87838756729748,6.72510328827294,11.1164496325935,8.96775191104731e-20,9.39910077796869e-18,34.4401314746807
"TMEM100","TMEM100",4.8561419712629,9.209981025102,11.109055295165,9.3272077593396e-20,9.72721040056103e-18,34.4013088437153
"MYRF","MYRF",3.00513730184018,7.72229838768369,11.1070354953351,9.42787916172286e-20,9.78352490039775e-18,34.3907039596437
"LMO2","LMO2",1.6747296458309,10.235737319481,11.1020399653027,9.68156486299488e-20,9.99728880089156e-18,34.3644745826229
"RRAS","RRAS",1.29512317416273,10.2057512878087,11.0947407153508,1.00645779329026e-19,1.03418471877208e-17,34.3261480109392
"CRIM1","CRIM1",1.64352418495056,11.0398199847298,11.0784196919162,1.09767693130064e-19,1.12100586610658e-17,34.2404445802307
"GALNT7","GALNT7",-1.67161738349453,9.86289066992304,-11.0777405943848,1.10164682958666e-19,1.12100586610658e-17,34.2368783968933
"PDE2A","PDE2A",2.03185737074847,5.46099776648119,11.0757835666148,1.11316788502036e-19,1.12579351874068e-17,34.226601270826
"NRN1","NRN1",3.04401125372987,6.75982739028759,11.0751214397398,1.11709308223481e-19,1.12579351874068e-17,34.2231241557264
