"","(Intercept)","Tissuetissue: paired normal adjacent"
"CTNNA2",4.03592940857752e-196,0.227608144050418
"SLN",4.55036245245701e-32,0.0710999816035554
"MDFI",6.76711868076063e-104,0.00102018089830535
"ACHE",4.73024646008358e-59,0.00975567336766173
"CBR3",9.71944299980649e-81,0.0040222967914337
"PDZK1",6.25938009421954e-282,0.612447032800503
"LRRC17",6.78961984718207e-51,0.0589634682973766
"CFD",1.00762122108737e-89,5.44386610652587e-21
"ZBTB20",3.66421656067499e-113,0.00713924824440175
"FXYD1",5.59881731438835e-48,1.86143334331681e-17
"MDM2",1.64624460912366e-277,0.508784033281912
"CGB3",8.22629987133052e-113,0.000440644245797751
"TNNC2",1.02328129017628e-47,0.0509462891281981
"ANK1",1.65495569999259e-141,0.492739727287217
"CCL14",7.65199900129114e-58,2.38773105753199e-12
"CHEK1",2.42370547074286e-43,2.00128125558825e-07
"MRE11",2.15001324385238e-105,4.35945169258789e-05
"SMAD3",4.1370568302507e-34,0.107970902542549
"DCLK1",5.98869126005362e-74,2.42287256310558e-07
"WAS",1.63019105399499e-60,0.00488725263223613
"AGPS",3.73304159099831e-75,0.452545268780611
"PRSS2",2.53199088927409e-21,0.0042590708695453
"IL1R2",3.00431011766826e-49,0.000665835287602683
"HSD11B1",1.36428118540108e-75,2.05033071328888e-08
"SEMA5A",4.99290883985764e-73,4.3105618658582e-24
"SPA17",8.71672021442158e-83,0.626747820821941
"FOSL2",1.53977582744514e-49,0.00469071410032721
"ATP2B4",8.51692733797972e-34,0.114435132253726
"MPPED2",2.19948960045088e-42,0.0470068324376987
"ARHGAP44",3.83781869446786e-84,7.79937719072655e-12
"ATXN3",5.11473746457594e-112,0.334364061688664
"DAG1",5.68035550528147e-129,0.198256812698682
"FES",1.22630430484556e-100,1.06134494063564e-05
"GPR183",1.58520343020935e-84,0.119419886216528
"PEX7",1.03706300975604e-105,0.00308556047550494
"SLC22A3",6.12037607796281e-61,0.85958272431612
"AP1B1",2.48611078076068e-134,1.77628816850147e-10
"TBKBP1",4.77471022824175e-134,0.338925573481687
"ZNF354A",4.04833439188279e-113,4.92660398633031e-07
"CALB2",2.26905273751989e-64,0.308737050681127
"BMP5",1.02854796300679e-50,1.93716413329088e-10
"OVGP1",1.1262989246e-92,4.1222653093641e-11
"BCHE",1.75328982311297e-42,3.07351100482029e-14
"AAK1",7.86103173081093e-110,0.741497573887549
"H2AX",1.43845595915335e-112,4.85213649702014e-06
"ZNF211",5.24785710724511e-112,0.117069445722136
"GSTT2",5.48280930356368e-51,0.0694426575590518
"NPY1R",3.35126549954984e-40,6.9875969814417e-10
"OCEL1",1.50769377793635e-102,0.71676228922551
"SNAPC1",3.03383310710046e-101,0.42514568718406
"ATP2A1",1.122400529186e-288,0.999999999999475
"PRL",2.75136271805384e-170,0.271595852996096
"MAP3K12",7.32607153750807e-109,0.111321905159555
"SAC3D1",1.32483100900557e-108,2.4043632302135e-12
"PHKA1",4.92904517270812e-87,1.28783617407069e-11
"FOXO4",8.89880267627479e-104,1.5636944054678e-05
"PIGB",4.27806464294114e-126,0.0695894900810733
"HOXB2",2.95766258503355e-81,0.00826656313669525
"HPCA",4.4260891213226e-107,0.00783922038101328
"MST1R",6.87357933309489e-77,1.18566099163192e-10
"CD3E",2.57336192217731e-68,0.551334951511244
"ILRUN",6.79917346507638e-71,0.843595003686179
"MC1R",7.81155149352283e-70,1.65885482849204e-05
"NPAS2",2.64387611298692e-75,0.268630228848604
"RAB35",5.37014275934042e-45,0.270980149033299
"HPCAL1",2.65519148630116e-83,3.43489548540057e-08
"PDGFA",3.11357797550522e-82,0.0290127932841391
"SCNN1B",2.29861702800111e-57,2.44903038396881e-06
"HS3ST1",1.51529961809683e-97,0.0193293268337992
"CASP10",8.10885113934838e-83,0.198935968628701
"IRF5",1.0694064618217e-104,0.539805944058193
"KLK11",1.50897758474909e-42,3.3922745215243e-09
"DACH1",7.85339556819223e-52,1.82123351746796e-20
"CRLF3",9.67243828373054e-123,0.262435467393965
"SCRG1",2.87893297510938e-30,0.860371225495978
"CCL20",4.98796510406201e-34,0.205618107737416
"AMBP",1.18111127570777e-72,0.000126273595221895
"PPP1R1A",2.27862560453981e-69,0.747985192478863
"PLAU",4.68131747113064e-82,9.23802338017592e-11
"UGP2",5.69291228607712e-138,0.538235641713128
"ADORA1",3.80834357020851e-44,3.77919352261974e-06
"SNX15",5.88779530078659e-118,0.834978389939085
"ISG15",4.73204811962965e-96,0.00287920471759822
"SIT1",5.73733284708234e-84,0.00158411221739898
"RYR1",5.39838647495679e-61,0.0109108074704907
"TESK2",2.87996648049908e-95,0.00355486752460877
"VGLL1",1.42130578592315e-108,0.175584747841418
"GZMA",2.72322500193052e-77,2.59255299050627e-06
"CRYM",6.46159024693819e-61,3.16916259838039e-08
"GJB3",2.28635583619738e-36,0.00156573154924351
"DPYSL4",6.75091583018616e-202,0.388120377167427
"ZNF821",6.71190989597795e-110,0.0740403194914264
"GNLY",1.63640246532184e-38,1.19648130899159e-17
"KIAA0408",1.06262157924358e-50,0.000107578667626906
"ZNF175",1.37034965236249e-101,0.000477681522776518
"GHR",2.43467640900588e-57,5.68934082733488e-17
"SRPX2",2.82441552772849e-72,7.4949731332374e-14
"C5",2.06732008396045e-70,0.309764580239484
"PDE10A",1.85582452575477e-50,0.000200081067351854
"PTPN14",1.80520840507538e-57,0.0870377006810898
"BTK",8.13565660793775e-88,7.24971269121458e-06
"GCNT1",1.80208864318209e-58,2.78789233807332e-07
"ARHGEF15",8.28065747026043e-65,1.56705821106138e-27
"SCN1B",1.0924405194363e-107,0.731295777685071
"CPB1",1.60444568958368e-63,0.387599029086431
"GABPB1-IT1",6.73585530521781e-84,3.82452902028946e-07
"AIFM1",4.14401816946543e-111,1.93300353872426e-15
"TCN1",1.56238617605198e-26,5.62615204036871e-06
"ZNF415",4.32759362579826e-56,0.314061799912569
"PRSS12",4.23295133646517e-41,0.10299229680003
"CIZ1",5.00310510250537e-108,0.504845932695351
"WDR76",3.61606257084882e-73,0.00770148035641735
"EXOG",1.72853965772922e-76,0.23770224887468
"HAPLN1",6.54247558016864e-32,0.000815508543925557
"KATNA1",1.20215591887513e-115,4.99827437578553e-06
"GEMIN4",1.45269278840096e-83,0.089704524889463
"ETFDH",1.55443686131108e-113,0.0639020157008264
"CDH6",1.1227263256696e-53,5.90725877583811e-05
"PCDH7",4.79237320205479e-52,6.37609429142857e-14
"VAV2",4.41222285311959e-86,0.202198865287684
"CORO2A",2.92192099982731e-88,0.00345244499442161
"AVIL",3.04156529611155e-57,0.333515957033275
"RRAGB",5.38292099389489e-74,4.8459562449465e-05
"GSPT2",1.05860531949073e-101,0.81845805168474
"STEAP1",1.33020420728244e-68,8.23017410535846e-06
"CR2",9.56161011920821e-38,0.000100208681977951
"DNAJC8",4.98051023582276e-158,0.13551371255371
"TYK2",8.65785170447262e-135,0.16121099881327
"PCP4",3.46484772676416e-40,1.55305633661678e-08
"BABAM2",1.27526886131335e-141,1.95731507679073e-08
"SV2B",1.42823607905661e-54,0.0191890151740849
"CSRP3",1.122400529186e-288,0.999999999999475
"MSX2",6.61390425954228e-63,0.0154713139274626
"BPI",4.11690561006399e-77,0.293163581291146
"TRAF6",2.13873978615774e-119,5.19419030419768e-05
"PCSK5",1.52859384305423e-79,0.00863936494077723
"RPP38",4.94107517160639e-130,0.139662731591398
"KISS1",1.90241969578475e-95,0.242857234468821
"PAGE4",4.08885062623457e-88,0.204304929853919
"FXN",1.61143319939656e-110,0.458284111176379
"ABHD2",7.52079436408818e-80,0.00243533063531442
"CHST1",2.26595603318207e-53,0.67231059980979
"AQP9",7.00063080778991e-58,1.37608059477153e-10
"LAMP3",1.85948101617946e-94,3.97537269046614e-18
"PIP4K2A",4.65610982276827e-125,0.0292311396459669
"LIPT1",5.36704320447473e-117,0.0862887187213213
"ANGPT2",1.4521591643904e-34,0.224996724932131
"SNX7",1.47005637893807e-110,0.19008614839057
"C1QL1",8.96231075868623e-82,0.0812656448851068
"SERPIND1",2.64140370502491e-28,4.33093585106945e-05
"PYGM",3.47565557762623e-114,0.0653595950879774
"ROR2",3.25188993951529e-73,1.42251930609638e-05
"HRH1",2.97803397765974e-66,0.646268204243601
"NOS3",1.69527532012411e-51,0.0571022586655679
"GGT5",2.1530537139213e-87,1.35841816085169e-08
"ALG13",1.31527647755429e-88,0.769829991456283
"ETV6",9.73625192307668e-90,0.0413051275024442
"VGF",4.70826986524444e-161,0.174073685405954
"MYL3",3.33315914961697e-146,0.208520158170642
"RASGRP1",9.08973073024655e-82,0.126818004759137
"OLFM1",6.28529730281536e-63,5.5836621484759e-05
"PDE9A",5.02720074728029e-77,0.188852786995157
"ZNF652",4.89058946291979e-71,0.00234530995094191
"DSG3",4.97310188016045e-31,0.0780917085698358
"SMURF2",1.48743901383961e-118,0.0944795855270948
"TRAIP",1.67349277992012e-84,0.0674314196911673
"TRAF1",9.86109147800209e-56,0.169978135290626
"HOXB5",5.23528657147134e-76,0.000766657397063265
"PSG7",3.15593600388773e-80,0.236304802179289
"DIAPH2",3.77633889665743e-103,0.00334285225215053
"HOXD9",1.02084562657056e-94,0.658472414022781
"LRP6",1.28986605199793e-86,0.519385896898462
"SCYL3",2.37060174880961e-114,3.65155286028582e-11
"MYOM1",6.43716460478758e-117,0.196809481058082
"TNFSF12",1.85247326107128e-96,9.76903949756006e-08
"MMRN1",1.07335386444779e-34,4.068805033932e-13
"SYT17",1.74414003718331e-79,0.17798135344862
"MST1",3.61632656718308e-63,2.83847371596716e-08
"CPA1",9.02160729606773e-282,0.608861639020526
"PRRG2",2.76794268326071e-97,2.2756668608356e-06
"PRRG1",6.51756046599279e-82,3.57375789282285e-07
"MEOX1",4.76554022172814e-32,0.045463419877022
"F10",7.95442031474618e-77,2.12010861126488e-11
"ALKBH1",9.6775718038632e-133,2.18083136062744e-05
"SMPD2",9.07399684282305e-122,0.141452925319392
"ALDH3A1",8.50569985907834e-48,8.83654777863794e-05
"CPA3",3.00774785861537e-72,0.000106161183714232
"CALB1",2.91348351021118e-53,0.131391323472193
"CDA",4.88776210965306e-49,0.15174741800883
"CRH",8.64865953778104e-95,0.10442930499914
"KIAA0586",6.25363224664505e-102,1.10372289459931e-05
"PIP5K1B",1.30980592146682e-61,1.29814578874699e-20
"ALAS1",1.24601806100808e-126,0.204764688740457
"MBOAT7",9.04821773332289e-106,5.37598992873286e-05
"KALRN",9.02227266461929e-104,0.128282664178948
"SH3GL3",6.69278606317058e-205,0.139688080459739
"ADGRB3",7.52672504043475e-39,2.61591941248699e-13
"AOAH",6.77382006708795e-73,5.87023532587597e-05
"CNTRL",5.5174662230314e-89,0.00051281450281861
"PPP2R2B",5.1359569005663e-198,0.1346410322926
"SNRPG",5.45056769565115e-148,7.06345978623347e-05
"REPS2",7.20935274382595e-77,0.046506638159877
"PAX6",1.67078483800074e-132,0.209337119714929
"RAD52",1.66817404520228e-62,0.7335557104402
"WNT2",8.56035134956993e-75,2.76892964146438e-06
"FGA",7.90960693655129e-31,0.767123283507493
"RAPGEF4",6.73908113540899e-69,2.61271805913701e-23
"TTLL1",5.35976856402639e-116,0.444457087184375
"CTSG",5.68376084314292e-47,0.00200116106564348
"C4BPA",3.06748351059667e-59,0.00534182764380571
"MDM4",2.37523875326234e-73,0.184224025211481
"PCDH17",2.07529068375795e-81,5.93318804854436e-17
"HAAO",3.80535206525716e-121,0.341291413298855
"SNAPC4",8.51066801040108e-82,0.453420907241758
"OASL",1.94954499688308e-59,2.54605244149102e-10
"FLAD1",9.82834873219836e-109,2.75692135053818e-10
"B9D1",9.35078759702133e-82,0.000919711276328111
"PCBP3",8.25738998632062e-97,0.00204866459243371
"KIN",8.26829066560398e-129,0.00764316178599422
"TSPAN9",7.64548165691773e-81,0.4532887089746
"FMO1",2.48943657424185e-45,2.53883734414899e-06
"WRN",4.76082515742857e-96,0.890294948590648
"LY75",3.02510016874683e-104,0.74024913851138
"NCAM2",9.11310272979241e-76,0.144972417047525
"GAL3ST1",2.04622608554251e-74,1.9162711378846e-05
"XPA",2.26547912356205e-124,6.51814228433541e-05
"ASB9",1.36639845199921e-76,0.0148207567143844
"MTTP",1.96797676969744e-85,0.194009531326909
"CYP27B1",6.93167628801996e-39,0.00083312719641974
"DLEU1",1.03485765020399e-91,1.24118655694613e-07
"MMP10",9.80356487532513e-29,0.000197946155544454
"BCL2A1",1.45356583528933e-79,6.67607801673208e-07
"APOM",1.11751751497195e-97,0.752817932362131
"TPSAB1",3.78950419554417e-66,8.68834125843483e-05
"DENND4C",1.01656806410512e-124,1.19283226660023e-07
"CD86",7.57276359243834e-96,0.278412528965612
"UBFD1",3.57286986726283e-81,1.01607526894431e-12
"TFAP4",1.7416433916257e-96,0.000116598276363064
"BUD31",1.89861295886526e-145,0.220516561697472
"SYNGR3",1.89811766058527e-39,0.0540498277518675
"CD38",4.98550121544443e-52,0.0073811091201758
"TYRP1",9.95453551237287e-54,0.0892043527903231
"GFRA1",1.07158598814864e-137,0.720592229683029
"SCGN",1.00862645782006e-121,0.791932681225312
"MAP2K6",1.36169728766837e-74,0.219690399640084
"HSD17B6",1.56779183000093e-59,1.08983028323454e-05
"IPO8",1.98001907401526e-34,0.38743869619829
"PHTF1",2.02171164877037e-93,0.00313669870566015
"ANKRD26",2.26311099935128e-136,0.71646728304456
"IL17RA",1.50585816273774e-102,4.80298682255307e-06
"TRPM2",3.61211850291919e-82,3.99459385645636e-07
"CDS1",6.01122944912796e-94,0.010638995890487
"LRP2",1.89158114739816e-56,0.0949894405790149
"ATP5F1C",2.07977683996265e-155,0.0211928324580322
"PTPRD",1.94482711532856e-55,0.563451197195433
"COMP",5.43877118859191e-50,1.23817455033439e-18
"ZMYND10",1.1899711099911e-78,0.00152298025187702
"BST1",1.46432285927608e-66,2.16791573503287e-13
"SLC25A40",1.98948440684148e-50,0.142386256625181
"ITGB7",1.14424511997114e-91,0.15763174937326
"PAH",1.0571846881991e-66,0.0476360655750817
"POMC",6.08031247995178e-92,0.909046586244088
"GFRA2",3.25249443663571e-81,1.88699287189637e-05
"CNTFR",1.0722678491664e-149,0.132891490362406
"PKP1",1.23331615166915e-41,0.144571433885889
"SCGB1A1",2.29396181360264e-36,1.11166469879888e-09
"TEP1",1.575356645002e-42,0.00530153670119797
"ABLIM3",1.60631741454358e-75,1.64048464096517e-19
"NCOA2",1.6831470439615e-60,0.804694278024887
"BLM",3.96453842992361e-50,2.94520782745595e-06
"PGAM2",2.81296622707692e-78,0.0164691653142896
"KCNQ2",1.96205487070553e-287,0.827638008104053
"FABP3",3.60851228225559e-43,0.00815003528645178
"RBM42",1.74169786700539e-124,0.793975248745154
"DTNA",1.5743431155253e-49,0.366262276285961
"TNNI3",3.4095653736546e-58,0.000133430377954951
"STAC",7.3888253548613e-64,1.82765911925349e-07
"DOC2A",2.25051873757656e-109,0.164572897019893
"ADAM17",1.36906248085227e-113,7.17311226356148e-05
"CBLN1",7.20161930818702e-89,0.213040645711477
"RNF126",1.93742014308696e-79,0.246429525528927
"CYP1A1",5.37474481189242e-126,0.835324653287243
"BPHL",3.38784719522282e-111,1.33532222170056e-15
"SH3GL2",1.59005389575291e-30,9.59195376254657e-16
"GSTM5",3.73357960507605e-74,4.39725789838257e-13
"CRP",1.122400529186e-288,0.999999999999475
"F2",4.02721326315399e-151,0.187094865353612
"ITIH3",2.24366718812104e-71,0.000403722298076109
"F8",4.64624414007547e-87,2.72467798069506e-12
"CD8A",3.58841807130155e-78,0.00239418223488115
"SULT2B1",1.02676685260426e-92,1.34908301199787e-08
"DUS4L",6.33725111089237e-89,3.95772745072797e-09
"DDX18",1.09923516761431e-102,0.315835197027595
"CYP3A5",2.68846792741423e-39,0.000153605627115813
"TCAP",5.25196652692352e-102,0.602317998356701
"SLC27A2",2.05415585602272e-44,0.220468230649554
"GSR",2.42803533427289e-66,0.0752979797715836
"AKAP7",3.67135781687125e-103,3.43477927723724e-08
"F12",2.11397325238808e-52,7.14642839583076e-09
"FAM50B",3.45464642720591e-93,0.929743809488698
"DUSP9",1.50626671060898e-68,0.00483270518284862
"KLK7",1.69761695341734e-34,0.00704173749884459
"RAMP2",2.04675729869619e-62,6.44731381674059e-20
"BIK",5.63763063474428e-78,2.53561044190704e-13
"VPS9D1",3.1196905452734e-98,0.116228984079886
"KLK13",1.32891979992728e-47,0.188519057912459
"ARVCF",4.65823605107005e-143,0.0672490604857709
"ITGAM",1.09703096067858e-266,0.345863545693376
"LOC441155",3.98669667922846e-44,0.602897842297812
"ZC3H11A",1.12776606520531e-158,3.47086593732478e-05
"CD1D",2.43153014069326e-72,0.00466490984558544
"SKAP1",1.96518718718134e-72,0.520905078651527
"CCN5",2.26192676589202e-50,1.98065422682397e-15
"TNK1",5.283734376186e-118,1.32180070519513e-07
"NOVA1",9.77556944163882e-52,0.535138141825062
"NRXN3",1.14088654552578e-68,0.172800178408347
"TCP11L1",1.92414478574596e-74,0.0402673927403114
"IL7R",4.62855832037086e-74,2.02006779510316e-07
"SLC3A1",3.19795994268477e-50,0.0494619019995986
"RASGRP3",6.25112026141102e-91,0.0497326326340523
"TRPC1",1.54006321039341e-76,3.23480658946126e-06
"TRAF3IP3",1.16457351467533e-76,0.128973496470255
"ROR1",3.3416790864189e-94,3.88610341951779e-12
"ROM1",6.77262932520949e-92,0.750014603761099
"TUFT1",7.78893726036969e-91,0.0437790266293969
"ASPH",2.60162497505421e-35,0.70719519514458
"WASL",3.81833112734467e-54,0.914106795057007
"POLG2",8.87104081504927e-99,1.65322019296923e-09
"MAT1A",1.50088717558226e-136,0.0674155197266271
"GRM3",5.66598255626216e-138,0.296601383393758
"REG3A",4.97291153485722e-123,0.240740864930308
"SIX1",1.24338687345377e-60,4.03488158620912e-08
"MARCO",7.87499767849836e-60,9.8969225437164e-15
"APOC3",1.91633339282027e-89,0.544031635185009
"KLRK1",7.0360556213137e-68,1.15840747277436e-10
"HMGCS1",3.49089578679143e-44,0.501061069079614
"HSPB2",2.05991882244403e-75,8.12781622498314e-19
"PCSK1",3.97440296591016e-58,0.901762086772096
"MYOM2",7.22030234097823e-70,9.81310301482814e-08
"CCK",2.00508834005406e-27,0.000521487811144928
"MMP3",2.95451763958069e-32,0.000572266111054373
"HSD17B1",5.23694688065393e-47,2.12524870757586e-05
"CLGN",8.119730004554e-38,0.00171716932898418
"CD2",6.33713859094854e-87,0.437290921408347
"CPA4",2.64543689662574e-90,0.989861016122862
"PART1",2.58951986378824e-94,0.154880753918202
"TSPOAP1",4.99478734638504e-82,0.0402402277548613
"GH1",4.0196511761316e-184,0.338897813111473
"CRAT",4.32841286886884e-148,0.00020575521326298
"CACNA1H",2.92366373150178e-95,0.761943443583138
"PRSS22",4.8065044372806e-117,2.44552418186394e-12
"GAS2",1.07823605379594e-60,0.0080784890490376
"UQCRB",2.52496254305267e-164,0.713514992394374
"NME6",3.07331173975842e-99,0.316498483183363
"CDK5R2",6.26519460246084e-136,0.103069959621036
"ZBTB7B",2.55643534239333e-96,0.00477357683428657
"TULP3",4.59997329127649e-114,0.688617959454435
"ZNF197",1.79745246827308e-96,0.488518344542828
"SLC14A1",2.10243825512433e-30,5.04503514927092e-13
"NGFR",6.82682584453257e-49,0.809873544995933
"LY86",4.52921379500811e-89,0.0272247773944006
"FOLH1",1.28595265586706e-69,0.28752738990922
"SPIB",2.1533359774612e-40,0.0157733815535753
"GREB1",6.35215210906434e-54,1.08409105344187e-07
"S100A12",1.36144803048102e-19,2.51272339798732e-12
"SLC7A4",9.8929507058602e-249,0.483528402329737
"ARID3A",1.17488020693813e-79,0.355087479511899
"FCN3",8.55175972468854e-46,1.06840348229665e-21
"PRSS1",8.49584595901446e-24,0.0415102031743921
"BDKRB2",3.64306210544862e-64,0.676102155338658
"PDE4DIP",1.11440043254892e-84,1.08528462153763e-05
"ITPKA",1.02549825774364e-40,0.000992280757045853
"TREX1",1.74609904831897e-116,0.381435576277266
"LIFR",1.39213333896763e-58,6.62680523481742e-13
"ZC3H7B",1.27026328349047e-89,0.616840897288066
"POU6F1",9.8180003160916e-76,0.000564676159230896
"RET",5.3117328099036e-83,0.0306499271435939
"PRKD1",3.73497008034715e-85,0.00246186637658658
"ZNF74",8.92680321098767e-83,0.00015453747456343
"ZBTB16",1.41336476952346e-42,3.90576695496923e-09
"ITGA4",1.00534046760918e-41,0.0432437009763746
"REG1B",2.38247692762193e-240,0.340525500611803
"MSH3",3.40864138896254e-126,0.0915577626214752
"JAKMIP2",2.30032129253823e-66,2.69483704343179e-06
"UBD",1.15323722311535e-68,0.00183058593087693
"ADORA2B",4.87520315224212e-53,2.46659419069391e-05
"FABP1",7.79693303896064e-23,0.769717824384865
"NLGN1",9.37499809134347e-65,0.0763191059341784
"ARSL",1.30618459832175e-56,6.58953441541336e-12
"NOLC1",4.41971483810127e-70,0.505975731525919
"SLC22A4",1.42648257935139e-48,6.10750118583342e-12
"NFATC4",3.44999516256504e-100,0.780092770644621
"CCNA1",9.25547820966233e-31,0.289123489604353
"KRT1",1.11412083331035e-49,0.816134938649892
"PNOC",1.48075147608312e-42,9.6721039064954e-05
"KCNN3",5.91601742269814e-71,0.000407027429768848
"MICA",5.43820240422172e-100,0.000977771426883082
"FOXJ1",4.2494950746214e-63,0.00646749662396005
"OMD",1.48062303916498e-45,0.0371270412465286
"POLE2",5.74070377541809e-59,8.28106037168038e-09
"PTH1R",1.47662036381462e-83,2.4728959395627e-11
"PNLIP",8.87156107910205e-258,0.409136778522476
"PLIN1",4.55335603249102e-87,0.224247195293538
"GRIN1",7.01082499761534e-79,0.130557322245728
"S100A7",1.87094939990915e-22,0.061092614166796
"SLC4A3",3.41585070563638e-78,0.00680701338902373
"HBE1",2.15108391982828e-93,0.223298362444642
"SLC6A6",1.99887909002651e-49,0.690044645914107
"VNN2",3.57307680776582e-49,4.83970662828572e-08
"RELN",1.04115433660797e-59,0.00010302581860658
"RAB3B",1.4692924942052e-154,0.100908268267518
"IL27RA",3.68676188868147e-90,0.145509501424294
"CTSE",1.04141149091284e-61,0.81215820158484
"ZNF443",5.74128009105825e-114,0.442615400074599
"GPA33",8.99898004889898e-29,2.4771444679133e-05
"GTF2E1",9.4393388548069e-125,0.000780074747072409
"CREB5",1.61073827140604e-47,0.000909365507713372
"MSX1",7.33557169946509e-55,6.93808535449097e-10
"SETBP1",1.34908900278347e-80,3.75367041626815e-11
"PLCL1",1.87521810231061e-78,8.83087218473899e-21
"FOXF1",2.17461993055651e-72,1.58584607118053e-22
"HK3",5.24132064439628e-48,7.41080440326323e-11
"CGREF1",5.87323296867325e-64,0.000580840097670501
"PPM1E",1.55830571573068e-124,0.542922522705848
"CYP3A7",6.01487337790691e-61,0.000147512145399893
"MYH3",1.3063075124977e-118,0.260323565831583
"COL10A1",1.47709835518645e-74,4.80645616904705e-40
"ACSM3",3.14346401478051e-37,0.000263044862296054
"TDO2",6.97812996926536e-44,5.83947985397519e-07
"CLTCL1",4.28872369654337e-76,0.000941959857103458
"IL6R",2.10330850850968e-74,0.000529111025879579
"VIPR2",2.515177971944e-127,0.150579962003821
"PTPRT",6.77887305686836e-111,0.0264115486485875
"CA1",1.122400529186e-288,0.999999999999475
"MYH1",7.89453996533118e-120,0.608865961677958
"KCNK3",2.43032023120679e-38,3.43823982768781e-21
"LRIG2",1.52159944574179e-75,0.0292520802009555
"RXRG",8.61529247957913e-51,0.311735978549301
"PSMC3IP",1.23523190158333e-99,0.463181763257446
"PLXNB3",5.95978557756236e-68,1.44492735249913e-06
"CSHL1",1.37665681279168e-168,0.77598627256244
"MMP13",4.92063269420924e-34,5.43305939517843e-11
"ZNF426",1.85540415854749e-90,0.582737011540876
"BATF",4.28794734536719e-101,6.71545800636965e-05
"TAF13",1.36030629757687e-74,0.0923812082240432
"H4C3",4.82947272845575e-96,0.312231745043291
"KCNS3",2.22092005022593e-96,0.644103166553819
"AADAC",1.5555777909693e-35,2.26298969984371e-05
"MT3",8.27971450189325e-94,0.011010412942994
"CTRB1",3.2032209367504e-72,0.487790527336403
"SLC38A3",7.24809388851062e-112,0.245882828433197
"HOXD1",3.07922449732435e-288,0.966371603377801
"FASTKD2",2.07373669733949e-44,0.939706725191786
"EPHA1",1.09691969081283e-87,6.48940286341213e-06
"KL",2.48667692318527e-52,4.56000866548568e-29
"SCGB2A1",7.79923360392372e-35,0.0109489749764685
"PRR5",1.4595748597962e-72,3.65221155226245e-08
"ING2",3.59347057203598e-117,0.510901803535342
"SFTPC",7.50962017227431e-47,2.11576122772182e-11
"DPEP1",5.4768452157482e-38,0.0361908601584255
"CRHBP",1.54664070080054e-81,0.568921846086753
"AATK",1.58253473281847e-109,3.52844071589006e-16
"CD1C",1.34912445062023e-72,0.357471818879598
"CD84",3.11057456872222e-78,0.0145332291745174
"WNT5A",2.27740395770697e-84,4.84972576340007e-05
"PRRX1",1.22364327365719e-42,0.925886317138287
"IL15",1.03324412453916e-87,2.75851475905827e-08
"TBX2",1.8557959815695e-66,3.68759320300016e-13
"ELK4",5.01178992646771e-72,0.136167799623716
"IQCB1",1.83459987887093e-112,0.844163330826849
"AK2",3.47420598358178e-95,0.46127090554774
"ADAM28",2.11815764974875e-67,1.10774951880652e-10
"CYP3A4",1.63835726113926e-104,0.289228440736934
"MEP1A",9.96824131004267e-61,0.604035125566957
"NPY",2.1373419415505e-89,0.0707085658503529
"ADGRG2",1.65642233885151e-41,0.364466732124112
"CEP135",9.08377293788184e-100,0.050303259179127
"TGM3",8.00162748998343e-78,0.746056352611934
"CEP162",1.70185210546333e-75,0.000407087978304653
"PRG4",1.9218394223419e-21,6.50644191923462e-06
"TGM1",8.21403384211509e-79,0.00128755566738776
"HABP2",2.65634405972486e-41,4.51076148191903e-15
"CASP1",1.66400289826571e-108,3.88689101299342e-06
"LEFTY2",6.58189156946227e-72,0.00742682384617774
"ACTL6B",2.85399207819641e-275,0.445804033815081
"FOXJ3",6.09148123406921e-149,0.164443192281688
"CCDC22",2.61158007753636e-121,0.249990682882345
"KIAA0319",3.95992258587307e-72,0.171374482039882
"FOXG1",5.20197908729859e-74,0.432742328160105
"SOCS6",5.8658107704175e-97,0.447521789729038
"SCAND2P",3.16348692132746e-122,0.311641607340032
"NDP",2.46830176501729e-31,0.147059826778793
"NMU",1.01124713125566e-64,9.11518422252347e-14
"HPD",4.37575527211965e-233,0.402744353689932
"TNFAIP6",8.68142942940549e-52,0.0602883621482931
"S100A3",8.6438044341343e-37,3.22169769928449e-21
"MERTK",2.02625800187216e-97,0.000245681232328684
"ANKRD1",1.54996638608651e-37,2.98318920859073e-05
"ASPA",6.38950293060414e-51,7.44480068634287e-24
"USP5",6.61116184533277e-86,0.0315662705915534
"DSC3",7.47756434136255e-33,0.0855000911794427
"REL",2.50414274430686e-55,0.195795511610761
"NR2C2",8.41935314100936e-69,0.135052093216347
"RAB33A",1.017546148199e-78,0.0825338629386984
"MAPK11",9.59156362778107e-268,0.423156148659307
"SNURF",4.31100387245051e-101,0.221520683298072
"ATP2C2",7.47069456825395e-72,0.137328091976955
"BRAF",2.19443867958574e-79,3.50897896423571e-09
"NOL4",2.57343621989796e-163,0.522154867378995
"GNB3",3.50234653246105e-103,7.18397733538952e-07
"OVOL2",4.26947125977416e-89,0.0277205303585939
"SELP",5.93951776783647e-59,6.79882259325833e-17
"ELAVL4",3.5038602402886e-185,0.111968154639995
"SLBP",3.3930394497781e-139,9.09440306227784e-06
"ZNF510",2.53435361171228e-58,0.00276832383160729
"KNG1",3.66150918851938e-146,0.179366725030272
"SNRPA1",7.50058012152898e-146,7.97641323777985e-05
"SLC6A12",2.66186188134831e-113,0.575783754848824
"PTPN22",1.34245317182456e-65,0.964460687713738
"DICER1",5.57001004793944e-53,0.697768401728836
