"","(Intercept)","Tissuetissue: paired normal adjacent"
"PSPN",4.75650452918388e-94,0.0185756162927854
"TRPM2-AS",1.68681254263994e-128,0.684406560164477
"EMID1",1.122400529186e-288,0.999999999999475
"LOC285766",1.76974658003958e-218,0.31501074293646
"ACTA2-AS1",1.31433562813435e-96,0.0069203258245695
"LINC00330",1.03623360900712e-123,0.0126509316295218
"C9orf47",1.71000976277502e-288,0.918924991204251
"LOC100133920",6.13373629986491e-80,0.356632507586938
"LINC00491",1.4123892892723e-192,0.138726184708935
"HFM1",1.122400529186e-288,0.999999999999475
"LINC00410",4.2479027028935e-161,0.394390745055641
"LINC02595",2.70098341136702e-119,0.148756515790438
"IQCF5-AS1",1.122400529186e-288,0.999999999999475
"MPP7",2.31926957480475e-41,0.714599489365065
"C8orf49",2.22302638559255e-189,0.309409857994478
"POLR3A",2.7451776437248e-116,0.241239598569691
"LINC02023",1.122400529186e-288,0.999999999999475
"LOC642696",1.48443900156689e-227,0.405313784928371
"ZNF846",2.37920714920128e-159,0.412377129090571
"PSAPL1",7.37157412199904e-42,0.873391284292478
"LOC101929538",1.122400529186e-288,0.999999999999475
"MRTFA-AS1",6.63896505414033e-130,0.0253696909716512
"ATP9B",1.99153165974995e-208,0.319515123184
"CECR3",1.122400529186e-288,0.999999999999475
"ABHD12B",2.57034429101991e-275,0.503784265744278
"CXXC1P1",5.56183456952556e-240,0.339955919910065
"SHANK2",3.80984632529899e-241,0.278499563367991
"CEBPZOS",8.89812092359204e-47,0.492199108291697
"TXNDC8",8.06849669168951e-189,0.0958013868624393
"DOP1A",9.02151129566019e-164,0.140915403006581
"LOC400748",4.09379073137851e-207,0.225661199141959
"LINC02003",1.122400529186e-288,0.999999999999475
"GVQW1",1.47359339774742e-133,0.124363033599486
"LINC01356",4.10214111401203e-127,0.194359890644016
"PNLDC1",1.69141361465934e-64,0.132723928462148
"DLGAP2-AS1",6.3171001229388e-286,0.749755455295593
"LOC729732",1.66406198145232e-110,0.628809337924508
"KRT72",1.86025680171174e-238,0.203339611075647
"MRGPRG-AS1",8.42122718549765e-136,0.284297070889822
"LOC100130264",8.84783020194068e-82,0.759795024087562
"USP2-AS1",1.49986075138858e-89,0.0108670283310397
"DDC-AS1",2.82627390708156e-215,0.605545104451251
"LINC01281",7.26302651805692e-211,0.383721876041742
"KLF13",2.80905840427444e-134,0.807194659164294
"SOX9-AS1",7.39829570690998e-263,0.413269555749924
"ESCO2",1.86218038464394e-126,0.724963327893455
"ZBED3-AS1",8.36317297578855e-125,0.488248307189233
"ATP5PO",1.122400529186e-288,0.999999999999475
"LINC00887",1.122400529186e-288,0.999999999999475
"LINC01165",7.41326870905657e-180,0.602092443389012
"SPANXA2-OT1",7.22239429243134e-164,0.596952518549126
"P4HB",2.81633035034899e-52,0.0860928949594801
"ASIC5",1.122400529186e-288,0.999999999999475
"FSTL4",1.78845881303874e-106,0.0361318155829401
"SNRK",1.55015881795711e-288,0.941022840304109
"PRMT5",7.77405845775791e-118,1.18798128346101e-08
"GSN",1.41967884784892e-58,0.708715934453745
"LOC643711",1.122400529186e-288,0.999999999999475
"LINC02026",1.65635309736074e-270,0.45589587991357
"LINC01442",1.122400529186e-288,0.999999999999475
"IFITM10",1.30518906546974e-78,0.00506667986728344
"TMC1",1.24300491225764e-286,0.781791979421027
"LINC01103",9.18095041815785e-206,0.0433908520331902
"LINC00221",7.38566696846249e-269,0.718369296160506
"NUTM1",7.45243944227093e-153,0.0745140743348129
"EDN1",1.17344178690567e-64,0.00353821735291871
"MGA",7.54178714830553e-161,0.461918153267003
"RUNX1T1",1.18368536316022e-288,0.974401299953673
"SMIM13",2.41709104358601e-77,0.115834518252639
"NAT16",1.21423050541986e-132,0.00331425889635026
"ZNF852",2.39292149775288e-283,0.665341973929003
"RAMP2-AS1",1.80816621288246e-288,0.928409368131735
"ASB15",3.32360444983202e-255,0.374718737228235
"TBL3",6.61104752308749e-244,0.346504399091399
"BTN2A2",8.80961857150942e-186,0.223612292092066
"TMSB15B-AS1",1.18886486404457e-288,0.975057013553557
"LINC01144",1.51740620073805e-163,0.983833454048762
"GLS2",7.50385548725584e-153,0.482433225852039
"LINC02843",2.35758168070723e-175,0.162970130808244
"LOC101927588",1.77377964120886e-250,0.362755272528752
"CASP12",1.00178113722631e-43,4.98387662492931e-08
"SLC9B2",5.74377138289506e-73,0.849965955628136
"CCDC148",3.32152378690966e-71,0.172354360323855
"HYAL6P",2.07457077868916e-286,0.771050269256985
"LINC01599",2.60084361936421e-137,0.304378283426708
"VSIG10L2",3.72315943216677e-183,0.336083279968817
"ELMOD1",8.24298407287178e-167,0.186210671339529
"ST7-AS2",1.76950323963846e-246,0.276847006953633
"EMP1",4.07094132166021e-29,3.23656870468264e-10
"KRTAP11-1",1.202171711767e-288,0.970953315102873
"C14orf178",5.14813896134914e-152,0.0085839843114789
"CDC42BPG",1.122400529186e-288,0.999999999999475
"CRACD",1.12293124344991e-288,0.997738005894706
"LOC151760",1.4455509698711e-229,0.730315827048241
"LOC101927079",6.60966369698292e-131,0.086789813625071
"LINC01618",2.10988923821729e-267,0.512365832189817
"TNR",1.122400529186e-288,0.999999999999475
"SNHG4",4.61604348804652e-234,0.305271033416504
"LOC101928495",4.03443164505811e-212,0.311610207731077
"KRTAP13-1",1.73228392545426e-193,0.287168827994957
"TBX20",1.122400529186e-288,0.999999999999475
"KRTAP7-1",1.54739887618229e-167,0.347202524457393
"ZNF92",5.42070775479133e-77,0.0354172018141479
"SETDB2",5.03475007780153e-68,0.247714060480314
"KRTAP8-1",5.54398330536126e-205,0.72850322857367
"PRMT1",3.15327778531867e-231,0.800697603696081
"AFF3",6.98644789579628e-283,0.74603381857334
"MAP3K2",1.17271350436512e-128,0.47467447957971
"RBMY3AP",2.50426355347914e-235,0.87073392425201
"GDPGP1",9.3112378010228e-103,0.0550519121737459
"MGST1",1.80841602797842e-100,0.00703505835176809
"ALB",5.28589586565487e-28,0.0266386167946088
"TNXB",1.38877326601101e-116,0.2019255512969
"ELL",7.11091964250919e-90,0.79093585223411
"TFE3",6.13079879854743e-37,0.234529409897996
"RARA",3.76334560302015e-49,0.0118862624535476
"GRM5",5.60979712672525e-66,0.789868020164404
"LINC00529",1.122400529186e-288,0.999999999999475
"HPRT1",1.22714191020045e-288,0.963382172753555
"XAGE-4",1.16298905007778e-80,0.00183661381936118
"EGFR",5.74664968845082e-32,0.89066625693188
"NKX1-1",1.122400529186e-288,0.999999999999475
"RNF141",3.67966489343878e-81,0.607043538535389
"LINC00628",6.92370572108991e-110,0.106744598517336
"TATDN2",7.08548256742688e-121,0.961324137817811
"ZSCAN5A",2.92722070471866e-151,0.397913962154689
"SP140L",7.86716386184193e-288,0.856868611056847
"PCDH9",4.41690113880795e-163,0.341112481081615
"PWP2",5.77637567043292e-149,0.00244787349607393
"LOC100287290",1.122400529186e-288,0.999999999999475
"AGAP4",4.25354697683436e-46,0.332708169056034
"LRRK1",4.0084682194514e-80,0.355178927518315
"PMP22",1.122400529186e-288,0.999999999999475
"BMERB1",2.48479280844207e-128,0.0425110007909735
"MROH1",4.54239263762549e-107,0.230083433068166
"CMTM6",1.95974208471979e-208,0.725122459045082
"FUT6",8.67773506264962e-170,0.329425536470768
"MUC6",1.59663310684967e-101,0.106480179258577
"TUBA1B",1.122400529186e-288,0.999999999999475
"FCGR2A",1.12300936536141e-288,0.997577278255023
"PRSS23",1.122400529186e-288,0.999999999999475
"DIP2C",1.122400529186e-288,0.999999999999475
"LOC400940",3.99130619687003e-169,0.468491786421677
"HECTD2-AS1",7.97800302445827e-222,0.720340940571107
"HECTD2",1.28669697419603e-179,0.913455371922554
"SMAD4",1.122400529186e-288,0.999999999999475
"FUS",1.88331025777594e-288,0.908971764028905
"TTC34",7.19640947164486e-140,0.839029727068835
"ALDH3B1",1.00205853567549e-130,0.116863039378142
"SCTR",4.16158010117966e-157,0.186662576565553
"LOC105369974",1.14815013030134e-122,0.468866757634837
"N4BP2L2",1.18216632444797e-40,0.104956405183479
"METAP1D",5.33426277662508e-270,0.451755414667826
"RPL13",3.08856829411948e-136,0.232077535410023
"MEDAG",1.122400529186e-288,0.999999999999475
"PAK1",1.122400529186e-288,0.999999999999475
"LOC101927410",1.122400529186e-288,0.999999999999475
"ABCA8",1.29934358994147e-152,0.277986077665033
"TNK2-AS1",1.122400529186e-288,0.999999999999475
"DUOX1",6.42226652071537e-259,0.274436532974247
"RAB3IP",1.53079780477583e-236,0.112124731461789
"TRIM36",3.91282900265115e-217,0.786963095315778
"IKZF1",1.122400529186e-288,0.999999999999475
"SEPTIN7",1.96068620518773e-57,0.599016995394252
"CEP295",9.13129016590832e-92,0.049916930484246
"LOC100506411",3.40802923729669e-182,0.0240138856374926
"BRPF3",8.20940952266741e-140,0.837037728314633
"GS1-124K5.11",5.72223301492413e-175,0.448122527407408
"SRRM5",1.3230373966258e-230,0.348352659671307
"SNORA71A",1.122400529186e-288,0.999999999999475
"TJP2",4.2852893080223e-156,0.261149627959345
"ZBED6",1.86294101607553e-288,0.921873462877298
"LOC400627",3.54713162232902e-164,0.513596867106407
"NADSYN1",2.86265076549943e-248,0.305785991347752
"CTB-49A3.2",1.122400529186e-288,0.999999999999475
"ACTG1P17",7.40833146150606e-137,0.512877281385288
"SLC17A4",1.122400529186e-288,0.999999999999475
"ZGRF1",1.122400529186e-288,0.999999999999475
"LMO3",1.16533065218939e-72,0.0227604931807588
"CHML",1.122400529186e-288,0.999999999999475
"LOC100288656",3.37552688189218e-249,0.401059298063056
"ELOVL5",2.25007955795502e-49,0.000418982836172323
"GPR176-DT",1.122400529186e-288,0.999999999999475
"DLEU7",1.122400529186e-288,0.999999999999475
"CD6",3.55563404544951e-209,0.169269548919249
"TTLL5",1.04254854392608e-161,0.135947874934427
"MFN2",7.35669830857437e-187,0.476749010762599
"MYNN",3.32545146010614e-288,0.849447120316808
"PIEZO1",1.122400529186e-288,0.999999999999475
"FABP6",5.89473451168891e-144,0.305248173608595
"LIMS1",3.69667061722042e-271,0.444727392493337
"CARHSP1",2.03190206466941e-113,0.00353346387397939
"HOPX",3.46472002965202e-285,0.70650966467806
"LOC101928669",2.73622431399777e-161,0.197626590480336
"CALML4",1.122400529186e-288,0.999999999999475
"CLYBL-AS1",4.04530061573919e-238,0.25696500526948
"SUZ12",4.23084774892662e-224,0.218620373858747
"TCEA1",4.24259002397826e-82,0.064159538485262
"DGCR12",8.77993866533279e-281,0.539526881296328
"SH3GL1P1",1.29010863739342e-252,0.304941642905823
"RALGAPA1",1.19995716320965e-243,0.199767473600517
"OR5E1P",1.122400529186e-288,0.999999999999475
"OR2M4",2.31975458819969e-215,0.104605325439889
"PPP1R11",7.8246087470455e-251,0.539686353732105
"MAF",1.22832965933652e-270,0.308815360023738
"SNORD8",6.70695439213188e-189,0.19434371769625
"SOD2",1.57748546238026e-75,0.383401778982075
"DNTT",1.122400529186e-288,0.999999999999475
"SNORA68",5.79178553919032e-92,0.00196899186051766
"PLD4",1.93484623188797e-169,0.866258488278766
"CTNND2",6.17371674927377e-227,0.35078050426905
"LRRC40",1.16188415021568e-288,0.979294896375238
"KCNK1",1.122400529186e-288,0.999999999999475
"LOC100996506",1.83996086010368e-149,0.350740335784261
"CWF19L2",3.52889920760113e-264,0.465512367739915
"CUX2",5.30472170045948e-191,0.324906942690845
"PPP5D1",7.29349344503361e-99,0.110285003640667
"PPP2R3B",1.68358281665112e-147,0.354316190583813
"LDC1P",1.99967519034966e-110,0.0094876934556443
"PDXK",1.62544321136148e-140,0.022344119853642
"MMP2",6.35831388545386e-203,0.427379960546709
"LOC105371352",1.81235926880776e-233,0.955560642638369
"VRK3",4.79509226721829e-277,0.525991809762496
"RPS10P7",2.31348176599127e-98,0.00726913417452354
"LINC01346",1.06118286297481e-268,0.277346632499203
"PLCE1",2.34689256649046e-151,0.187297684459528
"LINC00884",4.85082844815344e-122,0.268609221849938
"NSF",1.51638543345015e-145,0.0724212128478636
"FGF22",1.122400529186e-288,0.999999999999475
"SBF2-AS1",2.93972411697311e-247,0.11333147855016
"TOP1P2",2.03330189624843e-214,0.698026343414083
"PER4",9.38266126783609e-250,0.359127254946685
"FAM200A",2.28688163197163e-211,0.151442465295152
"TGIF1",2.59164857392876e-33,0.303600585860536
"STPG3",1.122400529186e-288,0.999999999999475
"HPYR1",4.41589800771149e-109,0.175440607947941
"LINC00527",1.13559572503739e-288,0.987831716640661
"TFB2M",1.24285513316388e-286,0.838151292354446
"TYRO3P",1.34477265581766e-240,0.901425911488061
"OR7E104P",6.16280305125967e-109,0.00115530804598398
"SPRY4-IT1",1.09030527500232e-266,0.471059176907583
"LINC00674",3.50359475717489e-62,0.0970206815220751
"ARID1B",1.7973265430762e-92,0.115559722191663
"NFE2L2",4.15394445133226e-47,0.00840301266294579
"OR5AK4P",2.54607144953892e-131,0.268363112492596
"SH3GL1P2",2.50593976137627e-156,0.941774094890207
"ZNF160",2.17963701331558e-174,0.342353433944368
"C20orf181",1.122400529186e-288,0.999999999999475
"OR1C1",3.71566983776106e-99,0.334304294894401
"OR8G2P",3.1640166183638e-137,0.651211253179371
"OR8G1",7.01081547583034e-84,0.72049254508509
"OR1Q1",1.122400529186e-288,0.999999999999475
"OR4D1",5.02286056312319e-120,0.5599696957641
"CLN6",4.18561252455305e-118,0.416498310954492
"PNN",6.13302301968573e-40,0.983482068350918
"OR2L2",4.1230118113814e-286,0.744462250704525
"OR2L1P",1.05201007911233e-286,0.708054320955863
"OR5J2",2.83247937338377e-274,0.897406494318017
"OR5H1",2.81541053715923e-202,0.29643551291082
"OR9A1P",1.87160522653503e-182,0.647817558149344
"OR10A3",2.26750099034865e-212,0.506655456663567
"OR10D3",1.2838318027645e-141,0.409601424497665
"OR10D1P",6.94656512020954e-161,0.299267831512868
"OR1J2",1.78909590232057e-140,0.0235627357310985
"OR4C1P",1.20642208203311e-146,0.334208486147152
"OR2K2",8.52694694575157e-122,0.00878329605622436
"CTTN",8.15586022530339e-86,0.918736168859023
"OR1J4",8.02283977173668e-111,0.806688321047494
"OR5L2",1.94543063257644e-105,0.371866700648782
"OR5K1",4.86402814409805e-166,0.217425110808674
"OR13C4",1.99626920257868e-211,0.869311743788509
"FOXD4",4.43459458048599e-94,0.644086474584046
"BDNF-AS",2.71552303334366e-285,0.643275433397018
"ZNF135",6.84730525716798e-279,0.57481367695642
"RAC1",6.9822238209249e-64,0.523298449100665
"ABLIM2",3.06628751949302e-112,0.205739730855334
"TREML5P",1.122400529186e-288,0.999999999999475
"CD74",1.00446605305078e-106,0.181151549756482
"SNORA74A",1.122400529186e-288,0.999999999999475
"CECR9",1.5949100845824e-264,0.390182780832572
"ZNF28",1.122400529186e-288,0.999999999999475
"ZNF29P",1.41888099468181e-179,0.0992414271085059
"DEFB114",1.122400529186e-288,0.999999999999475
"SOX4",3.1473878512734e-106,0.34460883330345
"CT45A3",1.3010303925474e-18,0.000371963308157415
"ANXA2",1.39762396846208e-113,0.279660219721889
"MCAM",3.30947683997643e-186,0.135181260665139
"SNORA71B",5.39476326363664e-231,0.149411196524696
"DEFB124",1.122400529186e-288,0.999999999999475
"SPP1",1.18027590429573e-39,6.45267107366449e-09
"ARL3",8.43108503065662e-155,0.0265580874435532
"TRIM69",8.20081388560758e-104,2.42262453161268e-06
"NUDT16P1",4.42041772500682e-93,0.00148423482948417
"TRIM52",7.59895401927878e-72,0.496122802844194
"TROAP",1.77755544869571e-83,8.49599469311713e-06
"KAZALD1",7.09609583122773e-80,0.0145701711974668
"GAD2",1.122400529186e-288,0.999999999999475
"CADPS",3.67507899727683e-98,0.0662790568914052
"C11orf88",2.15630468840268e-26,2.31332471926209e-09
"GABRG2",3.73449963686875e-262,0.414793034053763
"RSPH3",3.55049677994097e-113,0.717346125742265
"SRD5A3-AS1",1.717017875617e-284,0.683835468632691
"C11orf96",2.36748848020619e-105,0.0995050510972772
"CAMSAP3",1.43917083667909e-63,5.51454422678165e-07
"GALNT1",1.51620726984228e-93,0.00362478755552384
"ITPRIPL2",1.2511908228852e-92,0.736658282602692
"CSAD",1.122400529186e-288,0.999999999999475
"SLC35E4",1.62118410721768e-40,0.0857057411388921
"SVOP",1.44068307070634e-285,0.721246555767625
"PPP4R3B",1.91263271943811e-79,0.457283382338273
"PIK3R2",6.67276030497218e-119,3.44854590920864e-17
"LOC101927809",6.90588473316065e-70,0.0282097293439366
"LRRC66",5.79770520474255e-47,0.0627311182414182
"LINC00354",1.22159951853292e-220,0.388166975158418
"IDO2",9.24498928491032e-87,0.526356213006758
"GATA2-AS1",2.15265140297759e-89,0.015786380127929
"LINC01843",2.06409012725413e-103,0.0787690168964405
"ZNF208",2.58485703235455e-156,0.0762148471988851
"LOC100505851",8.01061374180373e-109,0.0493771181493834
"C2orf74",4.82333813491749e-76,0.0991446692685954
"PWRN2",1.12249225860073e-288,0.999059499342913
"RNF103",3.84294838185626e-110,0.0436803246879608
"EAF2",1.122400529186e-288,0.999999999999475
"CHRNA10",1.49274721989229e-140,0.389945900397979
"FGFR1OP",9.58159614949834e-88,2.48977714241096e-10
"YTHDC2",9.99504255912308e-63,0.793547582698036
"LOC100507336",4.31927924400802e-110,0.405448189118301
"ATP8B5P",3.33000124249496e-178,0.414386590346696
"LOC100631378",1.11143432462769e-124,0.776017915949064
"ARMC9",1.3251619530812e-156,0.39188770031671
"INTS6",4.1826618175453e-89,0.0229819763782581
"CDNF",7.86186541415435e-169,0.71903171509773
"IFT43",3.1647322691149e-105,0.00530958468392913
"PAAF1",1.06643487722926e-73,0.0388342285681438
"CHERP",4.22347718575344e-101,0.489937724116669
"LINC02424",1.20515894363521e-288,0.960474085004954
"TBC1D1",7.99070296838913e-124,0.261673585076735
"FKBP15",1.32490652696614e-185,0.359668827110928
"SLC22A23",3.79116979355794e-265,0.418559946437284
"ZNF506",1.23699589120167e-55,0.604500089155208
"LOC101928909",2.43947092972322e-167,0.749763032669196
"CARD11-AS1",1.122400529186e-288,0.999999999999475
"ARMH3",4.68824980502758e-91,0.608995246128382
"HS1BP3",1.122400529186e-288,0.999999999999475
"ATP10A",1.00441574527754e-149,0.126995844302298
"LINC01704",8.01538883689429e-124,0.0237377717555173
"LOC105374928",2.63903250077719e-288,0.897428101140402
"RGS13",9.92813367837388e-288,0.872185249756467
"LOC101927814",7.60661980450238e-69,0.928119138927964
"MYH11",3.57679626058075e-47,0.899107857197123
"LOC728613",1.70777980322174e-119,0.167315047148418
"SERPINE1",3.67820938775169e-41,0.0133111791580144
"BABAM2-AS1",3.78694478402339e-21,8.13627205551678e-09
"EML5",8.60154464130278e-71,0.0282720547682927
"ECM2",1.00172693235188e-60,0.217070019906166
"UROS",9.78797078129147e-57,4.13606462579702e-05
"RP2",2.6478540151019e-256,0.202548217433741
"SREK1",2.56174054695492e-124,0.286555866616093
"LOC102725116",9.47728904194001e-282,0.576158697436406
"LOC100506083",9.20818613872851e-156,0.0525425888406565
"UHRF1BP1",1.62104154224883e-169,0.689512635410944
"EDNRB-AS1",5.31495619417014e-210,0.383037773683166
"LINC01750",3.25627169091747e-288,0.893462829882229
"CCDC157",5.22673827213745e-104,0.17082282182043
"INTS14",1.122400529186e-288,0.999999999999475
"EIF2AK3",1.3602731695421e-254,0.294720459132369
"NCOA7",3.77754772322726e-177,0.147258005645686
"RBM26-AS1",1.55448348426526e-38,0.00501091782252651
"LINC01792",1.74301768674396e-277,0.532187514329781
"DDX50",1.74390579464677e-131,0.353696047363842
"BEND6",3.7483554987115e-131,0.0996458461312468
"TTC23",3.89282600390306e-254,0.739432623096
"MTG2",1.13004073434137e-94,0.171461453733573
"LINC01012",1.24485724948037e-288,0.995478181535421
"LOC401442",1.122400529186e-288,0.999999999999475
"TRY2P",1.93299439171462e-192,0.55394883166748
"IRAK3",3.89039055485919e-88,0.00368504488155221
"LOC101928933",9.64853092439056e-192,0.451122998253234
"CCDC90B",2.89227823933825e-51,0.291118839066801
"CLK4",4.28042452343866e-119,0.199365372329839
"WASIR2",3.63472791532628e-41,8.06870445562201e-09
"DCAF13",1.10658399474244e-102,0.0766802707844819
"TTLL13P",2.02992914545232e-195,0.441486033372057
"LOC101929528",2.60792561433725e-169,0.121965547383265
"LINC00165",2.02824646219004e-261,0.370241600335459
"LINC01352",1.55485011207266e-218,0.241108694127945
"LINC00240",3.94595885700405e-82,0.0262197363620659
"NBR1",3.83426302116787e-77,0.0235260000291892
"MZF1-AS1",6.135232793808e-99,0.206828443918877
"FNTB",1.2720751244679e-52,4.3225009363983e-08
"CYP27C1",5.82245110543788e-48,5.82169812052945e-05
"SLC24A4",2.43860880791138e-65,4.35718431618617e-06
"CADM2-AS1",4.285386156153e-234,0.530663736730595
"CRPPA-AS1",1.122400529186e-288,0.999999999999475
"NCOA6",1.61197425521498e-157,0.366482452463421
"ACBD5",1.11208001679297e-39,0.725484552069889
"LRTOMT",2.41964309953432e-181,0.34024096083001
"DNAJC2",1.122400529186e-288,0.999999999999475
"LOC102724382",8.73049131985932e-111,0.108563242912684
"FANCD2",2.26807341373998e-287,0.813685658005158
"LRIG2-DT",8.23260429098226e-187,0.797579343457842
"LOC101929007",1.24020298600344e-272,0.372742554501096
"STXBP5L",7.11609083223645e-236,0.0808923164720857
"LOC100422212",1.122400529186e-288,0.999999999999475
"LOC101928140",1.122400529186e-288,0.999999999999475
"LINC01970",7.77566284216953e-227,0.257505964788463
"LINC01992",1.122400529186e-288,0.999999999999475
"SLC44A3-AS1",1.65548107693293e-132,0.0315900819281239
"LOC728196",3.61010797570056e-41,0.000104364093334029
"LINC02186",1.122400529186e-288,0.999999999999475
"NSUN3",1.8129118901401e-162,0.042249602550166
"OPN5",6.97562184812469e-288,0.874872651101217
"SPIRE2",4.91250377594832e-92,0.611825309078438
"LINC01492",3.32597282215817e-221,0.189654018108362
"LOC101930149",1.122400529186e-288,0.999999999999475
"IQUB",4.41739050208289e-53,0.0423246158315449
"EFCAB1",4.32326735108707e-283,0.63732657310979
"LYPD8",6.4437780276906e-140,0.00757686437842855
"CX3CR1",5.4820987530074e-91,0.0286014499393949
"LINC01398",1.122400529186e-288,0.999999999999475
"OR8B2",1.122400529186e-288,0.999999999999475
"HNRNPC",1.24847789244056e-193,0.260998664026539
"INPP5D",4.86693174544015e-59,0.159227957159035
"PITPNC1",1.5567269247115e-54,0.132053236155821
"ZNF280D",6.26940416359e-82,0.348752272950437
"C16orf72",2.86460940644657e-88,0.692276593534071
"SPN",4.82098067044845e-79,1.93949506126032e-06
"ADAM18",1.122400529186e-288,0.999999999999475
"NHEG1",1.0826074456408e-185,0.301463176686937
"C11orf21",1.36776110563977e-124,0.123921247181794
"GABPB1-AS1",1.28722815010681e-44,0.441754664556414
"PIGT",4.85285665890232e-84,0.754537760463501
"POLR1E",1.89376109129911e-69,0.560049895026944
"PSG4",9.26320144351526e-167,0.0168081909579081
"BMP1",2.23695322835326e-70,0.185715092401747
"VMP1",1.39576057601683e-63,0.00113833776353434
"CARD8-AS1",4.738721442627e-42,0.0120570051700954
"BCAS4",4.25592323119014e-167,0.29705379947693
"LOC284379",2.44758308065662e-139,0.871757834444219
"LOC100132249",6.29984066263503e-132,0.100484961003368
"BMS1P20",3.22973401420596e-58,0.00652150705817641
"LINC00458",1.122400529186e-288,0.999999999999475
"FAM13A",5.49362553029815e-138,0.160286600434131
"IGF2BP3",1.18427341963348e-129,0.578403057279604
"MSH6",5.66774173192792e-172,0.461517840526823
"AP3M2",2.28212717855857e-59,0.182776161138341
"SLC1A3",8.4416508170589e-60,0.428393158400055
"IQGAP3",2.86569249129498e-70,0.110493556680494
"LOC105374325",1.122400529186e-288,0.999999999999475
"C15orf62",2.62314253536833e-152,0.30626346420594
"TDRD3",5.77432003669108e-92,0.0145191820872313
"SMARCA4",1.17153487336034e-102,0.140262529008749
"ZNF836",4.05664112461371e-97,0.39099059874854
"RNF213-AS1",2.47699312093602e-112,0.0209941905894494
"EML2-AS1",1.66441535554623e-94,0.0126971168585658
"TP53BP1",1.122400529186e-288,0.999999999999475
"LINC02099",2.93107017617443e-233,0.299229739453618
"ABCA4",1.83732829760853e-273,0.483225291464479
"SETD5",6.01170185047099e-105,0.0469145144144815
"ZFP69",1.8159172397514e-75,0.00546406288889939
"ZNF589",1.40379002892935e-119,0.170705010998461
"SOX13",8.15663768162873e-81,0.525100198814221
"SLC25A24",3.87901430754134e-246,0.522560922349172
"LOC105370697",1.122400529186e-288,0.999999999999475
"LRRC63",1.18221621900264e-287,0.806475478064034
"CCNC",8.72238531328875e-97,0.800790088435167
"C3orf38",1.85900634584557e-62,0.147013717497281
"ARSK",5.57510717623957e-141,0.183366619424097
"MGAT4A",2.29665994274439e-43,1.17068941987091e-14
"FAM53A",1.50128744878844e-66,2.46426093182412e-09
"UBR2",2.20666056323506e-267,0.421963724002258
"PPARGC1A",6.32650855000427e-273,0.477805092608551
"TRIM13",4.19507034115658e-43,0.95598491330812
"CYSRT1",1.2079202595071e-101,0.178364036362801
"SOGA3",3.43449945440301e-211,0.341240386179991
"PDLIM7",1.23351757062348e-45,0.169109426415024
"GRAMD4",2.43876948306999e-89,0.0106583276625275
"LZTS1",3.52947997013964e-227,0.25655772605856
"CFAP99",6.63791302401487e-106,0.0128116233748154
"TMPRSS12",1.12240067105424e-288,0.999963012371635
"GRIA4",1.28897050295716e-284,0.694260616709615
"CHM",1.63781665714221e-69,0.0505174419442197
"MYO3A",4.68674338899441e-270,0.476657143341299
"TTC9C",1.28895143358639e-69,0.268602045112462
"SCLT1",1.91856953722494e-47,0.455144332381727
"CXCL2",4.30041689467394e-44,0.00448336674165476
"PRCP",9.60395046874081e-209,0.259138389029414
"SCART1",5.92407899200196e-161,0.424599488931009
"LRRC74B",1.122400529186e-288,0.999999999999475
"PKIA-AS1",2.24612058270276e-269,0.325340263241095
"ZNF93",3.72086996107772e-285,0.705360182005529
"C8orf74",1.62196920212466e-167,0.643319735481576
"FAM43B",2.07697023544401e-88,0.376101083181078
"FMNL1",1.69963359745065e-66,0.982566515801559
"DAB1-AS1",1.13539167029932e-288,0.987923243479455
"UBE3D",2.5202034284068e-195,0.816111343004313
"GRIN2C",7.42116863695318e-168,0.00539955263361011
"LOC100134368",1.122400529186e-288,0.999999999999475
"PIK3C3",1.49467718521833e-282,0.681647998416644
"ZNF91",2.38553231892133e-137,0.505650430588216
"ZNF891",1.20157555833686e-78,0.0119136797322725
"BIVM",3.63446462339937e-287,0.800328673749104
"GRIA3",4.0231534831061e-203,0.312521843443586
"CROCCP2",1.54797362605934e-64,0.397455245314215
"RNF187",2.1975478657422e-145,0.486080724757988
"LINC01300",1.93254576258998e-262,0.26784172093328
"MFAP3L",5.9452884807781e-87,0.21071958770139
"RGS20",1.34000353952055e-110,0.00153141064070629
"LOC105371622",1.62109486951466e-159,0.315108729849618
"TRIM24",2.3549727378975e-65,0.551474467237028
"GPBP1L1",2.24004748219883e-32,0.323952555587153
"LINC00857",3.4929328171449e-85,1.58476122201842e-05
"PTPRG",1.7698836193413e-21,0.0245983968071942
"STX18-AS1",7.50231698543625e-164,0.167666205044898
"CNKSR3",1.58763762560629e-265,0.407068885438911
"LINC00488",1.17820844269669e-240,0.518063889099714
"STRA6",1.06592158526867e-146,0.0566893692364436
"SLC5A9",6.63054622744141e-102,0.27550254923335
"LOC101928123",1.10581504683396e-155,0.108807644658211
"GLI3",9.72825912944128e-112,0.157364275237214
"LOC105375172",2.41904036479027e-53,0.000849744567687228
"TPTEP1",7.02870923345221e-45,0.0014944322050082
"EMSY",5.73940676038061e-69,0.0010712371897017
"FNIP2",3.04482860939267e-33,0.292781070097962
"CCP110",2.96690142788982e-81,0.0837225546778309
"LOC100129098",9.99871443477808e-224,0.387572769676135
"ALCAM",1.17259627755913e-50,0.371948826662534
