"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","diffexpressed","delabel"
"ATP6V0A4","ATP6V0A4",4.51536761235315,7.03865466101795,19.3895242558048,2.34854523093517e-25,4.10211102392013e-21,47.4376586148986,"UP","ATP6V0A4"
"ATP6V1G3","ATP6V1G3",4.11170368001941,6.39992238231356,19.055879957691,5.16561247245183e-25,4.10211102392013e-21,46.6680910926358,"UP","ATP6V1G3"
"GGT6","GGT6",3.49321966202434,6.72448682673004,19.0018279181793,5.87498595109581e-25,4.10211102392013e-21,46.5423760823729,"UP","GGT6"
"RALYL","RALYL",4.02628813029739,6.52497098438641,18.8739100431117,7.97520740049434e-25,4.17641673545387e-21,46.2436944684804,"UP","RALYL"
"DMRT2","DMRT2",4.18133218088334,6.06764262942355,18.6974818292742,1.21878908039705e-24,5.10599497341541e-21,45.8290294848538,"UP","DMRT2"
"PAG1","PAG1",-2.62811269724523,5.71647758228256,-18.4383805579502,2.28450917663011e-24,7.96771375409587e-21,45.2142877700572,"DOWN","PAG1"
"CLCNKA","CLCNKA",4.64831161930214,7.44940515204044,18.3656296399418,2.72847812200134e-24,7.96771375409587e-21,45.0404332942915,"UP","CLCNKA"
"HK2","HK2",-3.87358742609397,7.48010185370764,-18.3210424421967,3.04299947642942e-24,7.96771375409587e-21,44.933610248481,"DOWN","HK2"
"TMEM213","TMEM213",5.02800305438464,7.0429576181321,18.1779333123734,4.32470847335258e-24,1.00655187101463e-20,44.5893423283497,"UP","TMEM213"
"SLC13A3","SLC13A3",4.82619826114605,8.9874296833239,18.1267755516161,4.90615957402029e-24,1.02769324597003e-20,44.4657538119473,"UP","SLC13A3"
"CLDN8","CLDN8",4.75636735663301,7.09231078379187,18.0009453757996,6.69849779084773e-24,1.27557666568079e-20,44.160592916528,"UP","CLDN8"
"SLFN11","SLFN11",-2.70900166009453,6.13961961482011,-17.5724637362324,1.95756303134505e-23,3.31124364543904e-20,43.1087549419889,"DOWN","SLFN11"
"HEPACAM2","HEPACAM2",3.40780815183164,5.49211616918541,17.5532309001433,2.05500393329391e-23,3.31124364543904e-20,43.0610769280293,"UP","HEPACAM2"
"CWH43","CWH43",2.04439364431539,6.35871980892251,17.5042366704475,2.32611212918649e-23,3.4803621978621e-20,42.9394384254808,"UP","CWH43"
"SERPINA5","SERPINA5",3.65031953620813,7.81648609881859,17.1646249667284,5.52931989002562e-23,7.72151091575778e-20,42.0890290362579,"UP","SERPINA5"
"ACSF2","ACSF2",3.75124242247308,9.20741832173835,17.1271554475062,6.08812565437097e-23,7.97049800513179e-20,41.9944204540543,"UP","ACSF2"
"FOXI1","FOXI1",2.60381550517278,5.61473520911338,17.0886876128078,6.72166490350508e-23,8.2822773372777e-20,41.8971281543122,"UP","FOXI1"
"TMEM178A","TMEM178A",3.94315502930855,7.52765728492111,17.0590555451751,7.25506834655834e-23,8.44288425863097e-20,41.8220703162317,"UP","TMEM178A"
"TMEM52B","TMEM52B",4.78026668408864,7.75308390437846,17.0338701605104,7.74214532114177e-23,8.53551147589246e-20,41.7581985691083,"UP","TMEM52B"
"PTH1R","PTH1R",3.73396962802142,9.32252835967833,16.9385127298206,9.9077395208098e-23,1.03768709871201e-19,41.5157204356839,"UP","PTH1R"
"LAPTM5","LAPTM5",-3.39707699166718,9.01591262958293,-16.913576166239,1.05695183177778e-22,1.05428428667853e-19,41.4521419680534,"DOWN","LAPTM5"
"TFCP2L1","TFCP2L1",2.77394479345249,6.93698198329357,16.7799661568886,1.49625827601103e-22,1.42464191398196e-19,41.1102904205726,"UP","TFCP2L1"
"LCP2","LCP2",-3.20559696183378,5.90634000801384,-16.7162227925106,1.76733460275187e-22,1.60958077929754e-19,40.9464835837307,"DOWN","LCP2"
"FCGR3B","FCGR3B",-3.94551946611426,7.03358358998317,-16.6934018192929,1.87609196233992e-22,1.6374374306306e-19,40.8877259113464,"DOWN","FCGR3B"
"CERKL","CERKL",-2.8779934292158,5.98123985685768,-16.5886814256325,2.4693458523265e-22,2.025012662741e-19,40.6173357909269,"DOWN","CERKL"
"CLCNKB","CLCNKB",4.41530127683087,8.5852502021155,16.5819419996443,2.51350213544975e-22,2.025012662741e-19,40.5998913797861,"UP","CLCNKB"
"ENPP6","ENPP6",4.15995253010047,5.99335450751145,16.5125722550283,3.01741240052008e-22,2.29827716355618e-19,40.4200301420564,"UP","ENPP6"
"TUBAL3","TUBAL3",2.7485034272906,5.82111099360648,16.5037293452691,3.08863796114643e-22,2.29827716355618e-19,40.3970624756985,"UP","TUBAL3"
"SLC22A8","SLC22A8",5.28659557925223,8.92905158719381,16.4924656111589,3.18184168344532e-22,2.29827716355618e-19,40.3677941387984,"UP","SLC22A8"
"TM6SF1","TM6SF1",-2.84848966890052,5.69600348966939,-16.3926981823922,4.14292239654558e-22,2.89272651468134e-19,40.1079120917826,"DOWN","TM6SF1"
"DIO1","DIO1",5.80160135511906,7.92639206627635,16.3482539966619,4.66149377779475e-22,3.14981645688602e-19,39.9917687243985,"UP","DIO1"
"SLC7A8","SLC7A8",3.28069579854227,9.4473371785011,16.2214103475108,6.53471504505326e-22,4.15542993296537e-19,39.6590299440598,"UP","SLC7A8"
"P2RY13","P2RY13",-2.35419409501252,5.53635668569595,-16.2207365048422,6.54648340038465e-22,4.15542993296537e-19,39.657257285903,"DOWN","P2RY13"
"LINC01187","LINC01187",2.58420395574394,4.97466368049814,16.203081024848,6.86262038954523e-22,4.22797968528835e-19,39.6107925767281,"UP","LINC01187"
"PVALB","PVALB",3.75632282832795,6.51989125114845,16.175346501357,7.39086131232808e-22,4.37971133285877e-19,39.5377286067274,"UP","PVALB"
"FGF9","FGF9",3.87131294190273,6.72491715158983,16.167958152464,7.5384255451676e-22,4.37971133285877e-19,39.5182494771731,"UP","FGF9"
"XPNPEP2","XPNPEP2",4.90572813607569,7.95156572352701,16.1582849416461,7.73615884450158e-22,4.37971133285877e-19,39.4927366964806,"UP","XPNPEP2"
"BHLHE41","BHLHE41",-4.48296985821538,8.51260401195798,-16.1414988957199,8.0918778849846e-22,4.46054121202032e-19,39.4484379492629,"DOWN","BHLHE41"
"KCNJ1","KCNJ1",5.56067704629624,8.66056777573701,16.0857527791939,9.39694298045621e-22,5.04712216952862e-19,39.3010848306414,"UP","KCNJ1"
"IFI16","IFI16",-2.52218441143445,8.86532501409265,-15.9897600002963,1.21664170029926e-21,6.37124842404214e-19,39.0464887688585,"DOWN","IFI16"
"PVT1","PVT1",-2.42482985540887,6.87047789998794,-15.9071093001496,1.5209337417155e-21,7.77048758236941e-19,38.8264046014264,"DOWN","PVT1"
"ERP27","ERP27",3.72300952692918,7.7601362677353,15.880123103355,1.63620435390452e-21,8.1603744288662e-19,38.7543693040461,"UP","ERP27"
"CRYAA","CRYAA",3.75069842811326,7.60741053818634,15.8665856721292,1.69733220907624e-21,8.26837622872557e-19,38.7182006470089,"UP","CRYAA"
"PRDX4","PRDX4",-1.74482222255496,10.4316039040457,-15.8085570991566,1.98678615211233e-21,9.45845671097658e-19,38.5629149919872,"DOWN","PRDX4"
"HCLS1","HCLS1",-2.97745382110398,7.88109061196254,-15.7034847136734,2.64484563549915e-21,1.23114625615113e-18,38.2807139947703,"DOWN","HCLS1"
"CALB1","CALB1",6.43110606773166,8.01014373573251,15.6153417872699,3.36554363597232e-21,1.51903453077729e-18,38.0429588851009,"UP","CALB1"
"PRIM1","PRIM1",-1.55684170932874,6.29605874888602,-15.6107283073292,3.40834596584392e-21,1.51903453077729e-18,38.0304887862918,"DOWN","PRIM1"
"DDB2","DDB2",-2.37838624127582,7.09837437802615,-15.5606599384919,3.90999710851179e-21,1.70630644649993e-18,37.8949901501412,"DOWN","DDB2"
"PLG","PLG",4.65942923876741,8.61742207779708,15.5523121607916,4.00065513080473e-21,1.71023924540748e-18,37.872369314991,"UP","PLG"
"DPEP1","DPEP1",4.0549841366638,8.55775668494557,15.4597878538758,5.16060906217491e-21,2.13977892971421e-18,37.6210811658686,"UP","DPEP1"
"SLC34A1","SLC34A1",3.86920429759895,8.10494241526951,15.4563503290137,5.20975439993434e-21,2.13977892971421e-18,37.6117251218188,"UP","SLC34A1"
"PREX1","PREX1",-1.67083259098906,7.0544880967086,-15.3051811150056,7.91458606856816e-21,3.13918263135264e-18,37.1988582790829,"DOWN","PREX1"
"RCSD1","RCSD1",-2.24079780343749,6.36461988650724,-15.303901367828,7.942744997455e-21,3.13918263135264e-18,37.1953511756651,"DOWN","RCSD1"
"TYROBP","TYROBP",-3.13666195278075,8.4373549351032,-15.2940031474255,8.1640048534927e-21,3.16687795677984e-18,37.1682186681512,"DOWN","TYROBP"
"CXCR4","CXCR4",-3.33858181117151,8.39577622587555,-15.2658402310896,8.82839819744512e-21,3.36233558257969e-18,37.090954235011,"DOWN","CXCR4"
"ENO2","ENO2",-3.98393779300785,6.99962336496024,-15.2562715753447,9.06641807481291e-21,3.39132606094832e-18,37.0646806783295,"DOWN","ENO2"
"SLC47A2","SLC47A2",4.15857096989835,7.76439284376986,15.1504465201361,1.21766601759561e-20,4.47481580185531e-18,36.7733568149266,"UP","SLC47A2"
"SLC16A3","SLC16A3",-3.52893826978245,7.2014350019304,-15.1378875484355,1.26115328989268e-20,4.55472033851414e-18,36.7386919556702,"DOWN","SLC16A3"
"TLR7","TLR7",-3.06439998511748,5.67083419393864,-15.0851016401998,1.4618728410595e-20,5.19014413587685e-18,36.5927812356088,"DOWN","TLR7"
"MLKL","MLKL",-1.74965555229013,6.90045774070729,-14.989767066398,1.91036889265382e-20,6.50815174232145e-18,36.3283843700976,"DOWN","MLKL"
"PSMB9","PSMB9",-2.62648314731547,8.60259433757999,-14.9887759204623,1.91570157277265e-20,6.50815174232145e-18,36.3256296516484,"DOWN","PSMB9"
"FAM3B","FAM3B",2.90219545617265,6.08235882606439,14.9868114069412,1.92631597853597e-20,6.50815174232145e-18,36.3201692662752,"UP","FAM3B"
"AFM","AFM",4.54836635654172,6.49551278716217,14.9534798843139,2.11579083036638e-20,7.03483659106106e-18,36.2274509155222,"UP","AFM"
"TCEAL2","TCEAL2",2.95194944472437,5.98683409302676,14.9305866871078,2.25679041085141e-20,7.38640449001634e-18,36.16368888999,"UP","TCEAL2"
"FABP1","FABP1",5.47938296882248,8.26572597083146,14.88629477416,2.55726862685183e-20,8.08098554865526e-18,36.0401420944051,"UP","FABP1"
"CASP1","CASP1",-2.67538380384871,6.51737187416842,-14.8840606198831,2.57345914248629e-20,8.08098554865526e-18,36.0339037239158,"DOWN","CASP1"
"VAMP5","VAMP5",-1.43562785859941,7.58134770920241,-14.8825120184488,2.58474259683918e-20,8.08098554865526e-18,36.0295792395693,"DOWN","VAMP5"
"LY86","LY86",-2.51831472397692,7.40082156900258,-14.8655765704953,2.71146506825439e-20,8.3320156478294e-18,35.9822673227551,"DOWN","LY86"
"RFC2","RFC2",-1.54042844193063,6.95984194041736,-14.8608639419119,2.74783712890101e-20,8.3320156478294e-18,35.9690954691298,"DOWN","RFC2"
"PYGL","PYGL",-2.61036256984514,7.55885132782986,-14.8552032605178,2.79218166257041e-20,8.3320156478294e-18,35.9532701330607,"DOWN","PYGL"
"CD53","CD53",-2.67638278524464,8.61303221693527,-14.8511796960266,2.82414241178158e-20,8.3320156478294e-18,35.9420191864957,"DOWN","CD53"
"RNF149","RNF149",-1.83600711280367,9.44410103138902,-14.8310929661128,2.98934207894362e-20,8.66101669137681e-18,35.885821163976,"DOWN","RNF149"
"CD300A","CD300A",-2.29987921152995,7.19847327082596,-14.827682235922,3.01835211949447e-20,8.66101669137681e-18,35.8762737251884,"DOWN","CD300A"
"PSMB8-AS1","PSMB8-AS1",-2.21488565898944,7.14547503013782,-14.805123557487,3.21755754604254e-20,9.10786188066935e-18,35.8130900520442,"DOWN","PSMB8-AS1"
"APOC1","APOC1",-3.87746690152615,7.97184910200495,-14.7856179442769,3.40053790463298e-20,9.49747566511293e-18,35.7584062806094,"DOWN","APOC1"
"FREM1","FREM1",1.81950274277183,5.49075633305418,14.7792165400274,3.46286309490619e-20,9.54428858539474e-18,35.7404496380252,"UP","FREM1"
"SMIM5","SMIM5",2.10976689912497,6.96901778821589,14.7665294612133,3.5898346880031e-20,9.7543302971396e-18,35.704845826861,"UP","SMIM5"
"LGALS1","LGALS1",-2.33885444478326,10.7961476240673,-14.7623970379205,3.63220395845175e-20,9.7543302971396e-18,35.6932446347678,"DOWN","LGALS1"
"SLC52A3","SLC52A3",1.65163948682295,6.15493811498297,14.7473830284642,3.79045923023519e-20,9.84615786814068e-18,35.6510769245359,"UP","SLC52A3"
"RNF145","RNF145",-1.52478915527971,9.66924911318365,-14.7468410969703,3.79630055501644e-20,9.84615786814068e-18,35.6495543504544,"DOWN","RNF145"
"NPHS2","NPHS2",5.80735285932077,8.56959808573811,14.7458124734603,3.8074129341643e-20,9.84615786814068e-18,35.6466642981362,"UP","NPHS2"
"IGSF11","IGSF11",2.82960950257022,5.11230412613736,14.720706598173,4.08911693862837e-20,1.04079810928689e-17,35.5760849178523,"UP","IGSF11"
"NUSAP1","NUSAP1",-2.40225993756622,7.27145981962057,-14.7177173149766,4.12403891109999e-20,1.04079810928689e-17,35.5676759694591,"DOWN","NUSAP1"
"LDHB","LDHB",0.91940570623679,12.5658399955101,14.7107851936418,4.20619215086858e-20,1.04889413076481e-17,35.5481713764382,"UP","LDHB"
"CORO1A","CORO1A",-2.61647889363318,7.32983222894289,-14.6705043350328,4.71754368961572e-20,1.1625692666633e-17,35.4347155427843,"DOWN","CORO1A"
"KNG1","KNG1",6.26550374447855,8.83781939308849,14.6637786866065,4.80887788767526e-20,1.17129726875737e-17,35.4157520865568,"UP","KNG1"
"EMP3","EMP3",-1.98962520989949,8.755444960578,-14.6415730106696,5.1233742368306e-20,1.2335554038953e-17,35.3531011563948,"DOWN","EMP3"
"CDCA7L","CDCA7L",-2.99444502016491,6.70913146800898,-14.5709717968568,6.26904882988185e-20,1.48882745212209e-17,35.1534947616849,"DOWN","CDCA7L"
"IKBIP","IKBIP",-2.87115264621607,6.59902284178159,-14.5678263740839,6.32575754231468e-20,1.48882745212209e-17,35.1445872778569,"DOWN","IKBIP"
"ATP1A1","ATP1A1",1.54954975670265,11.3483938172724,14.5592074350355,6.48383044262308e-20,1.50907551424029e-17,35.1201730105952,"UP","ATP1A1"
"PHYHD1","PHYHD1",2.47485065059383,7.19798474159516,14.4898973628758,7.90993599901086e-20,1.82076296012396e-17,34.9235019113781,"UP","PHYHD1"
"MSC-AS1","MSC-AS1",-2.79137662487471,5.90759265255326,-14.4843822099261,8.03626480291126e-20,1.82973520463676e-17,34.9078262616633,"DOWN","MSC-AS1"
"ENTPD1","ENTPD1",-2.74095566322796,5.8721582115021,-14.4504120662024,8.86082906293306e-20,1.98082145102696e-17,34.8111883907839,"DOWN","ENTPD1"
"APOBEC3G","APOBEC3G",-2.66689557093081,8.01361133980983,-14.4493101860345,8.88896817666176e-20,1.98082145102696e-17,34.808051325839,"DOWN","APOBEC3G"
"FCER1G","FCER1G",-3.53470008790633,7.2698268197893,-14.4420971812212,9.0754225949165e-20,2.00108291679701e-17,34.7875120191414,"DOWN","FCER1G"
"DDN","DDN",2.07792794201173,8.00491338926777,14.40882647225,9.98820584721813e-20,2.17940570710081e-17,34.6926869592995,"UP","DDN"
"ADGRE5","ADGRE5",-2.10272401056892,7.31656198892211,-14.3963636181198,1.03536444734557e-19,2.21704982211631e-17,34.6571303183584,"DOWN","ADGRE5"
"TBXAS1","TBXAS1",-1.73048646697782,6.59916992388671,-14.3957357305306,1.0372410491593e-19,2.21704982211631e-17,34.6553384270591,"DOWN","TBXAS1"
"CLEC4A","CLEC4A",-2.36653794294899,5.1484541476977,-14.3851761928144,1.06932314354307e-19,2.26253655432289e-17,34.6251956808075,"DOWN","CLEC4A"
"RECQL","RECQL",-1.74885031383521,6.68679845977765,-14.3556349296525,1.16452956951692e-19,2.43934008926709e-17,34.5407933186763,"DOWN","RECQL"
"LZTS3","LZTS3",1.70922676817359,8.13415641429513,14.3464625412247,1.19580714808532e-19,2.48005666643003e-17,34.5145642971236,"UP","LZTS3"
"RASSF2","RASSF2",-2.98263683102909,6.3779276172899,-14.3337711614452,1.24049554332025e-19,2.54751570058131e-17,34.4782548394581,"DOWN","RASSF2"
"CAV2","CAV2",-2.77948035879953,8.77130622610233,-14.3145924751706,1.31126470785558e-19,2.65614726610497e-17,34.4233465766631,"DOWN","CAV2"
"SLC22A12","SLC22A12",3.9871544657201,8.64287361922987,14.3126247321487,1.31875359562189e-19,2.65614726610497e-17,34.417710310336,"UP","SLC22A12"
"SUCLG1","SUCLG1",1.81475604214828,11.6467264729317,14.3000853401989,1.36750663962919e-19,2.72811062669645e-17,34.3817817559295,"UP","SUCLG1"
"EVI2B","EVI2B",-2.8590803786862,6.92111042555929,-14.2879451800777,1.41645004030827e-19,2.79909235795636e-17,34.3469780044368,"DOWN","EVI2B"
"FOLR3","FOLR3",1.40552780463243,5.90324686491755,14.1941026941648,1.86001606221623e-19,3.64128565002274e-17,34.0773129006138,"UP","FOLR3"
"GPR65","GPR65",-2.8474831449357,5.96801718445378,-14.1469553900517,2.1337189800464e-19,4.10877936188753e-17,33.9414056991299,"DOWN","GPR65"
"HRG","HRG",4.11196748683962,6.7308072899243,14.1445608969525,2.14866334910398e-19,4.10877936188753e-17,33.9344957163098,"UP","HRG"
"MYO1F","MYO1F",-2.01992998645003,6.50268073336253,-14.1431270001737,2.15766329215462e-19,4.10877936188753e-17,33.9303574523726,"DOWN","MYO1F"
"SACS","SACS",-2.28253083342593,5.4558703284442,-14.1359110875984,2.20353833841393e-19,4.12438188524507e-17,33.9095281380362,"DOWN","SACS"
"MS4A6A","MS4A6A",-3.08606354197812,8.30536208076326,-14.1356469972377,2.20523593425048e-19,4.12438188524507e-17,33.9087656932693,"DOWN","MS4A6A"
"ASAP1","ASAP1",-1.75784038830604,6.43710919106088,-14.1159967070556,2.33534531559855e-19,4.29771769296976e-17,33.8520090329179,"DOWN","ASAP1"
"ITGB2","ITGB2",-2.77514250733101,7.82306925545364,-14.1154682669259,2.33894981142193e-19,4.29771769296976e-17,33.8504820359029,"DOWN","ITGB2"
"CD1D","CD1D",-2.13547783325815,4.6781054655813,-14.0827472799211,2.57349825762169e-19,4.68757113064362e-17,33.7558606446972,"DOWN","CD1D"
"SAP30BP","SAP30BP",-0.933618757785399,7.53131151353302,-14.0769729300566,2.61730285620573e-19,4.72626232146047e-17,33.739148314861,"DOWN","SAP30BP"
"CPNE2","CPNE2",-1.60304079155212,8.16165192761343,-14.067355234599,2.69194942399246e-19,4.81950979353591e-17,33.7113029287981,"DOWN","CPNE2"
"EFHD2","EFHD2",-1.26932401073971,7.50858504038634,-14.0627120701634,2.72875625556313e-19,4.84400485468482e-17,33.6978556722916,"DOWN","EFHD2"
"MTTP","MTTP",2.89582352931075,4.92050460356975,14.0552262661108,2.78917534259244e-19,4.89605471584902e-17,33.6761698979343,"UP","MTTP"
"PRR15","PRR15",1.83402743991101,5.57341861143814,14.0533141971187,2.80482439443301e-19,4.89605471584902e-17,33.6706296324934,"UP","PRR15"
"CCDC22","CCDC22",-1.24362774513428,6.66019938990317,-14.0403365069592,2.91341890923927e-19,5.04358561089545e-17,33.633014044787,"DOWN","CCDC22"
"TNNC1","TNNC1",1.72442037820033,5.49648770073087,14.0256176349082,3.04175731193881e-19,5.222597574851e-17,33.590325461173,"UP","TNNC1"
"GMFG","GMFG",-2.07634390704535,7.50149473304821,-14.0176299617268,3.11379016734845e-19,5.30280997036163e-17,33.5671474501235,"DOWN","GMFG"
"SH3GL2","SH3GL2",3.64672966597005,6.01335828529431,13.9938728445644,3.33842781008925e-19,5.63951994660802e-17,33.4981623524302,"UP","SH3GL2"
"SLC1A4","SLC1A4",-1.93550520043381,5.98630883886477,-13.9661133709574,3.62184497921101e-19,6.06934294236264e-17,33.4174632570145,"DOWN","SLC1A4"
"IL4R","IL4R",-1.37873047919383,7.66736127865598,-13.9496246012202,3.80162685714988e-19,6.28558615169129e-17,33.3694820164662,"DOWN","IL4R"
"PRRG2","PRRG2",1.24113103424737,5.82208201039213,13.9487956052768,3.81090104198593e-19,6.28558615169129e-17,33.3670687669464,"UP","PRRG2"
"ATP6V1C2","ATP6V1C2",2.32485235736888,5.15487269771841,13.9350220225862,3.96839234582697e-19,6.49421206781543e-17,33.3269601929721,"UP","ATP6V1C2"
"ITGA4","ITGA4",-2.12827908854546,4.23048325600768,-13.9239318800315,4.09998822823666e-19,6.6575545284398e-17,33.2946479893125,"DOWN","ITGA4"
"LINC00645","LINC00645",3.29435413534706,5.07901710805439,13.8731645932902,4.76128690659825e-19,7.63419941605999e-17,33.1465298491462,"UP","LINC00645"
"GEMIN7","GEMIN7",-1.10181567088471,7.38755080071124,-13.8722364286931,4.77433581660313e-19,7.63419941605999e-17,33.1438187455758,"DOWN","GEMIN7"
"RPL36","RPL36",-1.33491205083783,11.0206467582025,-13.8579350958967,4.98004425919196e-19,7.90280205282531e-17,33.1020314782944,"DOWN","RPL36"
"CYP2B6","CYP2B6",3.45871754950956,7.20292598919514,13.8461839042994,5.15578697246948e-19,8.12017065506151e-17,33.0676757096545,"UP","CYP2B6"
"STX4","STX4",-1.03533631678348,8.74156859521678,-13.8330149626747,5.36022209592154e-19,8.333874991744e-17,33.0291537816179,"DOWN","STX4"
"TYMP","TYMP",-2.11489273989262,7.72756871237138,-13.83233196366,5.37104656459369e-19,8.333874991744e-17,33.0271552535276,"DOWN","TYMP"
"EVI2A","EVI2A",-3.04843015130218,6.66831083111423,-13.8263556665633,5.46671245604899e-19,8.34004624264977e-17,33.0096653943073,"DOWN","EVI2A"
"GPD1L","GPD1L",1.9167796542193,8.67854673280951,13.8255761173657,5.47931791740843e-19,8.34004624264977e-17,33.0073836733018,"UP","GPD1L"
"CD37","CD37",-2.413866314819,6.09504474967067,-13.8246415567762,5.49446880930762e-19,8.34004624264977e-17,33.0046481341494,"DOWN","CD37"
"SFXN2","SFXN2",2.38177731589227,8.8325299772226,13.8197374550635,5.57467241612174e-19,8.40091101442461e-17,32.9902915537231,"UP","SFXN2"
"NUP85","NUP85",-1.14632429332033,7.44958603026812,-13.8168650587335,5.62219914748549e-19,8.41201468159846e-17,32.9818812714354,"DOWN","NUP85"
"SLC15A2","SLC15A2",2.43303953897603,6.52827517004508,13.8106996898441,5.72560409270053e-19,8.5059736829644e-17,32.9638256661001,"UP","SLC15A2"
"TLCD3A","TLCD3A",-2.40872841515737,7.13514321367175,-13.7906707271911,6.07503385598416e-19,8.96153057614789e-17,32.9051358265847,"DOWN","TLCD3A"
"CBFB","CBFB",-1.19343614548925,8.63919577968833,-13.7504639715605,6.84321904549037e-19,1.00139798533817e-16,32.7871631050461,"DOWN","CBFB"
"FCGR1A","FCGR1A",-2.90370518413899,6.84256941817175,-13.7484543817573,6.88410320755701e-19,1.00139798533817e-16,32.7812611631668,"DOWN","FCGR1A"
"SQOR","SQOR",-1.29229568015855,10.0518130976928,-13.7341204918821,7.18299662690395e-19,1.03767055409488e-16,32.7391489251846,"DOWN","SQOR"
"ARHGAP30","ARHGAP30",-2.43234766109506,6.39208595273687,-13.7104895011237,7.70478621003928e-19,1.10542573110749e-16,32.6696640598543,"DOWN","ARHGAP30"
"IER5","IER5",-2.1751605439568,7.68560230334974,-13.7080672259516,7.76039930417958e-19,1.10583050492959e-16,32.6625374743839,"DOWN","IER5"
"HCK","HCK",-2.46754677459582,6.78330602925002,-13.687940855413,8.23851586508404e-19,1.16602832314808e-16,32.60329412609,"DOWN","HCK"
"ATP6V0D2","ATP6V0D2",3.82049746800725,6.44750521296394,13.6755119582105,8.54858936540123e-19,1.20179396937624e-16,32.5666825308014,"UP","ATP6V0D2"
"LST1","LST1",-1.96481377406154,7.42322758952945,-13.6723448449913,8.62947721540289e-19,1.20507772820696e-16,32.5573500083027,"DOWN","LST1"
"HAUS3","HAUS3",-1.14003433719218,6.71775959154432,-13.6661406945948,8.79018774821547e-19,1.21360810436449e-16,32.5390644789669,"DOWN","HAUS3"
"RPS2","RPS2",-0.879352816219668,13.2312005170769,-13.6655198227954,8.80643681020684e-19,1.21360810436449e-16,32.5372343043741,"DOWN","RPS2"
"PRC1","PRC1",-2.42404907400661,5.44731307268244,-13.660828160906,8.93021298778836e-19,1.22262203565492e-16,32.5234028396154,"DOWN","PRC1"
"ACY1","ACY1",3.06124896965787,11.2671291019302,13.6526645157549,9.14980947662635e-19,1.24455233186294e-16,32.4993288151816,"UP","ACY1"
"CA10","CA10",1.99634728322723,5.08646233839613,13.6491096681799,9.24713656816532e-19,1.24967593350554e-16,32.4888431069143,"UP","CA10"
"BSND","BSND",1.231193623415,4.62149448851325,13.6201073712836,1.00814556263847e-18,1.35369391670435e-16,32.4032338188152,"UP","BSND"
"DPYSL2","DPYSL2",-1.48275882171922,10.4955934561085,-13.5809754054512,1.13296184440005e-18,1.51160202258904e-16,32.2875501225161,"DOWN","DPYSL2"
"ERICH4","ERICH4",2.84695169146801,6.23277473654695,13.5672947746552,1.18020403458471e-18,1.56466670331936e-16,32.2470597594379,"UP","ERICH4"
"CD40","CD40",-1.92285312976486,7.29880496505511,-13.5559241069356,1.2209869081014e-18,1.6085542618868e-16,32.2133875968134,"DOWN","CD40"
"NNMT","NNMT",-4.54704913071649,9.92265353525472,-13.5437704894925,1.26616018405191e-18,1.65764108595847e-16,32.177378233133,"DOWN","NNMT"
"SLC22A6","SLC22A6",3.89409803195915,8.33223517234698,13.5294089617527,1.32173076102657e-18,1.71167255629424e-16,32.1348023274849,"UP","SLC22A6"
"POLR3C","POLR3C",-1.14384692033166,7.57011989028643,-13.5288926357444,1.3237740684569e-18,1.71167255629424e-16,32.1332711364117,"DOWN","POLR3C"
"BIRC3","BIRC3",-2.94605894526298,7.50360428303446,-13.5221110855414,1.35091062325702e-18,1.73604446781379e-16,32.1131568753709,"DOWN","BIRC3"
"ALDOB","ALDOB",5.74420189593246,7.74368236211817,13.4925062177235,1.47614218406387e-18,1.88541160546255e-16,32.0252777450581,"UP","ALDOB"
"RGS18","RGS18",-2.51834337631223,5.35809310426542,-13.4903803738818,1.48557551164261e-18,1.88596062075017e-16,32.0189629842401,"DOWN","RGS18"
"PSMB8","PSMB8",-2.21484090362517,8.95481606606913,-13.47875872154,1.53823734941818e-18,1.94105167218449e-16,31.9844307524457,"DOWN","PSMB8"
"HLA-DPB1","HLA-DPB1",-2.42992975946672,10.5114544342872,-13.4649665795804,1.60319756752183e-18,2.01090894891496e-16,31.9434263004664,"DOWN","HLA-DPB1"
"PCP4","PCP4",3.89113524833216,7.33550857606241,13.4611455160203,1.62168189608608e-18,2.02198634984018e-16,31.9320617673735,"UP","PCP4"
"CSF2RA","CSF2RA",-2.38649595080298,5.49965022614706,-13.4535665640067,1.6589869588315e-18,2.0562603447718e-16,31.9095149501833,"DOWN","CSF2RA"
"SLC15A4","SLC15A4",-2.04103256971566,8.26586856149638,-13.4434491612314,1.71014697727126e-18,2.10720286664124e-16,31.8794047311961,"DOWN","SLC15A4"
"REEP6","REEP6",2.60641074224183,7.01049897194918,13.4392567345572,1.73181269655432e-18,2.1214199154809e-16,31.8669238050884,"UP","REEP6"
"EXOSC5","EXOSC5",-1.1407975211732,7.62291289686859,-13.4318435265134,1.77080643355273e-18,2.15657455602494e-16,31.8448489335169,"DOWN","EXOSC5"
"FCGR1B","FCGR1B",-2.89416652495148,6.87090497847171,-13.4151608686443,1.86184641430471e-18,2.25434085782895e-16,31.7951454353883,"DOWN","FCGR1B"
"BMP7","BMP7",1.21622756276741,5.45893210601896,13.3741426286281,2.106407300313e-18,2.53579963906071e-16,31.6727828658322,"UP","BMP7"
