"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","diffexpressed","delabel"
"RNASE6","RNASE6",-2.93404032295672,7.37615116017988,-13.3491257284049,2.27131487567155e-18,2.71869901146812e-16,31.5980461757599,"DOWN","RNASE6"
"KXD1","KXD1",-0.8474651366067,8.39557003772584,-13.3446275881254,2.30232634815393e-18,2.74016079629434e-16,31.5845995210748,"DOWN","KXD1"
"PAK6","PAK6",1.69598940139581,5.97977059106523,13.3424542021923,2.31746378725384e-18,2.74259400856532e-16,31.5781014928971,"UP","PAK6"
"SLC15A3","SLC15A3",-1.68412386394401,7.19617458485576,-13.3307741958142,2.40055968833039e-18,2.82497324671105e-16,31.5431698007115,"DOWN","SLC15A3"
"CDCA2","CDCA2",-3.68662650020901,5.94364228378503,-13.3260758323258,2.43483187580086e-18,2.84929739119557e-16,31.5291132437915,"DOWN","CDCA2"
"CSTA","CSTA",-2.96107501607569,6.45535452097272,-13.3043787375507,2.59965310431623e-18,3.01767182784967e-16,31.4641623755134,"DOWN","CSTA"
"ALDH6A1","ALDH6A1",3.29093299269484,10.3327240243637,13.3033774759882,2.6075266188036e-18,3.01767182784967e-16,31.4611635809496,"UP","ALDH6A1"
"ZPLD2P","ZPLD2P",1.1489454336147,4.42160850373013,13.2943458546037,2.67964947976736e-18,3.08409987102675e-16,31.4341077882022,"UP","ZPLD2P"
"LYN","LYN",-1.89551144996576,6.64798966776123,-13.2901497190963,2.71384307986688e-18,3.1063863931132e-16,31.421533895095,"DOWN","LYN"
"DENND5A","DENND5A",-1.14812600206708,8.81917724701968,-13.2870767400883,2.73916461015804e-18,3.11833049396633e-16,31.4123241219669,"DOWN","DENND5A"
"TUBB6","TUBB6",-2.35018505571525,8.31639991718622,-13.2795042522918,2.80258973878786e-18,3.17101421260756e-16,31.3896239537531,"DOWN","TUBB6"
"FGF1","FGF1",4.0852003840841,6.06837823440996,13.2779584447386,2.81571892655275e-18,3.17101421260756e-16,31.384989137193,"UP","FGF1"
"ADH6","ADH6",2.61198285726022,6.53019379548793,13.2746165569385,2.84431652250373e-18,3.18609081266768e-16,31.3749680365502,"UP","ADH6"
"KDM3A","KDM3A",-1.51796096061347,8.55283476856291,-13.2619007198915,2.95584876345247e-18,3.28901423526948e-16,31.3368244921415,"DOWN","KDM3A"
"FIGNL1","FIGNL1",-1.36186647511574,5.09147964313868,-13.2605891113261,2.96760247513215e-18,3.28901423526948e-16,31.3328888685441,"DOWN","FIGNL1"
"PCLAF","PCLAF",-3.48834661318123,6.83579201764015,-13.2503104186566,3.06136910569131e-18,3.37507887667979e-16,31.3020387204996,"DOWN","PCLAF"
"SYPL2","SYPL2",1.45037721819516,6.94670959640984,13.2414506254677,3.1445998579125e-18,3.44868760333472e-16,31.2754360855593,"UP","SYPL2"
"UBE2L6","UBE2L6",-1.3580854565351,8.97206886758314,-13.2295512258146,3.26000800440218e-18,3.55663477438607e-16,31.2396904387643,"DOWN","UBE2L6"
"IGFBP3","IGFBP3",-3.53696115902168,11.0456401334599,-13.2259592960584,3.29568177326622e-18,3.57636646481319e-16,31.2288966740785,"DOWN","IGFBP3"
"SLC5A2","SLC5A2",2.65940221751216,8.06172584963863,13.2234773938487,3.32056212534509e-18,3.57636646481319e-16,31.2214375573102,"UP","SLC5A2"
"DIPK2A","DIPK2A",-1.41941714260962,8.20327538334266,-13.2226088167817,3.32931427239496e-18,3.57636646481319e-16,31.2188269419645,"DOWN","DIPK2A"
"RPL18","RPL18",-0.923155242747736,12.3751210214097,-13.2196208010834,3.35960179261352e-18,3.59048871172834e-16,31.2098453361444,"DOWN","RPL18"
"GPAT3","GPAT3",3.61196055987074,8.64907259202965,13.2119796888497,3.4383315598833e-18,3.65597620227795e-16,31.1868717641015,"UP","GPAT3"
"UPP2","UPP2",4.41216612651657,7.19974376498684,13.2029478270376,3.53380728239591e-18,3.72807415117007e-16,31.159706910436,"UP","UPP2"
"CRLF3","CRLF3",-1.56756752023021,8.02101828447354,-13.202209244731,3.54173273539335e-18,3.72807415117007e-16,31.1574850251258,"DOWN","CRLF3"
"LHFPL2","LHFPL2",-1.96604079510137,7.49351536407693,-13.1580811979104,4.04948470560732e-18,4.24122780641782e-16,31.0246040537317,"DOWN","LHFPL2"
"TFAP2B","TFAP2B",2.18242267600726,4.83072383034179,13.1485321658172,4.16873781473553e-18,4.34440552265001e-16,30.995815759382,"UP","TFAP2B"
"RAB25","RAB25",2.8470800923148,6.48808577983376,13.1257897534592,4.46729993929615e-18,4.63250157566517e-16,30.9272039517005,"UP","RAB25"
"SMAP2","SMAP2",-1.3403969704468,7.13646946769145,-13.1227532306947,4.50877155904891e-18,4.65247477080776e-16,30.918037888361,"DOWN","SMAP2"
"WIPF1","WIPF1",-1.91005029070412,5.50975241655068,-13.0999427742929,4.83304941341125e-18,4.96264147366302e-16,30.8491433427135,"DOWN","WIPF1"
"TAP1","TAP1",-2.15147589882514,7.87974340964082,-13.0953592168927,4.90101123535074e-18,5.00787718765326e-16,30.8352913382599,"DOWN","TAP1"
"CTSS","CTSS",-2.57425978337589,5.35673238109091,-13.0926398738688,4.94178885819614e-18,5.02503161226381e-16,30.8270718837686,"DOWN","CTSS"
"LGALS9","LGALS9",-1.70770579925318,7.06502840634781,-13.0887749241887,5.00033788718045e-18,5.06000375472313e-16,30.8153880573022,"DOWN","LGALS9"
"UTP6","UTP6",-0.967830409664703,8.29447183424826,-13.0700668529643,5.29383892827753e-18,5.33125211685719e-16,30.7588053594021,"DOWN","UTP6"
"PALD1","PALD1",-1.58066223371883,6.21699615208893,-13.049163245525,5.64250758116845e-18,5.65519647381509e-16,30.6955277363817,"DOWN","PALD1"
"PYCARD","PYCARD",-2.37613657208552,7.15530512603231,-13.0474850832598,5.67148907358944e-18,5.65717531545133e-16,30.690445251018,"DOWN","PYCARD"
"CHST14","CHST14",-1.26440168335023,7.46629295073026,-13.0458880962987,5.69920880839052e-18,5.65788279191262e-16,30.6856082688967,"DOWN","CHST14"
"FBL","FBL",-1.20308704049061,9.84733112112832,-13.0405291928634,5.79323377517051e-18,5.72409754191022e-16,30.669374673337,"DOWN","FBL"
"THEMIS2","THEMIS2",-2.16552461140269,6.07936368938822,-13.0356859428445,5.87956365930388e-18,5.78212300335391e-16,30.6546998798808,"DOWN","THEMIS2"
"LIX1L","LIX1L",-1.14132672074638,8.72015505476046,-13.0232807904524,6.10667929204612e-18,5.95238107574115e-16,30.6170988255091,"DOWN","LIX1L"
"SEC61G","SEC61G",-1.38461286768039,9.76986057911182,-13.023128410027,6.1095237088096e-18,5.95238107574115e-16,30.6166368216477,"DOWN","SEC61G"
"IL12RB1","IL12RB1",-1.68419343617655,5.01520873459038,-13.01309831453,6.29973536900952e-18,6.10928503586307e-16,30.5862197381557,"DOWN","IL12RB1"
"SLC13A2","SLC13A2",2.06507341855485,6.73555031674236,13.0083639463567,6.39159310681779e-18,6.1453729532322e-16,30.5718577748018,"UP","SLC13A2"
"ASS1","ASS1",2.7413371458366,11.9414131768425,13.008157789543,6.39562373516313e-18,6.1453729532322e-16,30.5712323197855,"UP","ASS1"
"ITGAL","ITGAL",-2.2403474735361,5.50023628257535,-12.9980051210977,6.59734266572194e-18,6.31025282277979e-16,30.5404234128905,"DOWN","ITGAL"
"NMI","NMI",-1.65905303509528,8.60463955380688,-12.9728206677345,7.1260212363947e-18,6.78494394721636e-16,30.463940963856,"DOWN","NMI"
"LPCAT1","LPCAT1",-2.57564991731631,7.8799721742327,-12.9664109713992,7.2673025280229e-18,6.88815321513555e-16,30.4444620636143,"DOWN","LPCAT1"
"GPC3","GPC3",2.87666537208783,6.74633069925112,12.962347233677,7.35834207316502e-18,6.94302663993638e-16,30.4321096645475,"UP","GPC3"
"CHST12","CHST12",-0.876339156742732,7.64142335582205,-12.9599017530086,7.41368425547656e-18,6.96387641701648e-16,30.4246751744062,"DOWN","CHST12"
"FUT11","FUT11",-2.12005824839524,7.87082417487925,-12.9579630606261,7.45785730270892e-18,6.97409539820731e-16,30.4187808076848,"DOWN","FUT11"
"NRK","NRK",2.68705730852595,5.52779489647075,12.9536348193388,7.55744131359471e-18,7.03580991981638e-16,30.4056195093814,"UP","NRK"
"SLC6A19","SLC6A19",3.57297105279429,9.75269199958047,12.9472409823869,7.70702248303025e-18,7.14331858194843e-16,30.3861726357658,"UP","SLC6A19"
"MTHFD2","MTHFD2",-2.28395345987514,7.60963777960299,-12.938278870068,7.92175354987505e-18,7.2834416890084e-16,30.3589052696767,"DOWN","MTHFD2"
"IL10RB","IL10RB",-1.58719901331674,7.43986530863277,-12.9380323613431,7.92774480877412e-18,7.2834416890084e-16,30.3581551133421,"DOWN","IL10RB"
"POLR2D","POLR2D",-1.18239186715248,6.08842756582605,-12.934792407655,8.00691833580643e-18,7.32405757118503e-16,30.3482947912204,"DOWN","POLR2D"
"FCGR2C","FCGR2C",-1.85388088219069,6.78562463277012,-12.9302479944954,8.11932091288252e-18,7.39458326791957e-16,30.3344622055225,"DOWN","FCGR2C"
"C3AR1","C3AR1",-2.13383628014691,8.07046986336166,-12.9184293569539,8.41919360491877e-18,7.63449560355989e-16,30.2984750979035,"DOWN","C3AR1"
"FXYD4","FXYD4",4.25204013542343,7.59258727656743,12.909860288212,8.64361503787871e-18,7.80421569820885e-16,30.2723712255528,"UP","FXYD4"
"IGSF6","IGSF6",-2.75579727088413,5.27550193409452,-12.9027897614421,8.83335008255254e-18,7.94129545833597e-16,30.2508250518238,"DOWN","IGSF6"
"EPN3","EPN3",1.27569705221174,4.84581285189149,12.8985802890244,8.94830904468876e-18,8.00228289645187e-16,30.2379942998434,"UP","EPN3"
"AP1M2","AP1M2",1.88279181181852,8.36916270958492,12.8975167394543,8.97759335783735e-18,8.00228289645187e-16,30.2347521599562,"UP","AP1M2"
"CYP4F2","CYP4F2",3.46627546220285,7.49030583964523,12.8740918279095,9.64780867984695e-18,8.56324781426924e-16,30.1633054661875,"UP","CYP4F2"
"NCK1","NCK1",-1.85367583759435,7.84168304608047,-12.8520486278454,1.03247831098084e-17,9.12545281861422e-16,30.0960068832548,"DOWN","NCK1"
"GIMAP2","GIMAP2",-2.67141659811185,6.6401304154578,-12.8370420383808,1.08130183791569e-17,9.51472296322513e-16,30.0501545891741,"DOWN","GIMAP2"
"THOC6","THOC6",-1.16193146020899,6.87608438784097,-12.8357522095979,1.08560595226563e-17,9.51472296322513e-16,30.0462121587265,"DOWN","THOC6"
"C1orf162","C1orf162",-3.01185594945573,7.16145178043067,-12.8314045928843,1.10024212607622e-17,9.60282158954945e-16,30.0329218180682,"DOWN","C1orf162"
"MUC15","MUC15",3.38491675863614,5.33150589092696,12.8222188278772,1.13182699643563e-17,9.83750211383286e-16,30.0048334093159,"UP","MUC15"
"AP3S1","AP3S1",-0.897408767116846,10.2992005629894,-12.8070539735227,1.18599519364395e-17,1.02657195542396e-15,29.9584376395308,"DOWN","AP3S1"
"SOST","SOST",3.48371881519174,5.8374484279794,12.7939968804898,1.2347361877172e-17,1.056307920727e-15,29.9184660739503,"UP","SOST"
"CAVIN3","CAVIN3",-2.34533269412935,7.13538504087825,-12.7939453920358,1.23493235512649e-17,1.056307920727e-15,29.9183084082106,"DOWN","CAVIN3"
"AKIP1","AKIP1",-1.04399618697339,7.43838802248117,-12.7938023895366,1.23547735035143e-17,1.056307920727e-15,29.9178705102419,"DOWN","AKIP1"
"PARP8","PARP8",-1.39623938193525,7.07750782958007,-12.7775084020103,1.29919897516568e-17,1.10627320865022e-15,29.8679578574322,"DOWN","PARP8"
"MNDA","MNDA",-3.02137162732161,7.05042938782548,-12.7760492479317,1.30506540907581e-17,1.10676943821502e-15,29.8634863838049,"DOWN","MNDA"
"CKLF","CKLF",-2.02947536297536,8.0503050218405,-12.7715926961881,1.32314943146959e-17,1.1175810943949e-15,29.8498278569797,"DOWN","CKLF"
"FAM151A","FAM151A",4.59084719741935,8.08313125696497,12.7700505194225,1.32946632969905e-17,1.11840687583156e-15,29.845100752296,"UP","FAM151A"
"DCXR","DCXR",2.66675187874735,9.77599623088934,12.7680603017089,1.33766364178545e-17,1.12080161217919e-15,29.838999840899,"UP","DCXR"
"MARVELD1","MARVELD1",-1.4968836109025,7.22410376131158,-12.7644710265072,1.35257687559226e-17,1.12878198458291e-15,29.8279957767438,"DOWN","MARVELD1"
"PRLR","PRLR",1.7943862267925,4.11028443868631,12.7527500135256,1.40246093182805e-17,1.16576782297628e-15,29.7920494280072,"UP","PRLR"
"FYB1","FYB1",-1.79661644260548,5.85146992512026,-12.7476233014742,1.42486225922515e-17,1.1797071045055e-15,29.7763209686161,"DOWN","FYB1"
"FXYD5","FXYD5",-1.95978970623634,8.03703985317376,-12.7390564974178,1.46310755523432e-17,1.20660291179107e-15,29.7500307514232,"DOWN","FXYD5"
"ALDOA","ALDOA",-1.16600042705085,12.1829158594025,-12.726081337687,1.52302448572463e-17,1.25108995695976e-15,29.7101934895161,"DOWN","ALDOA"
"SMC4","SMC4",-1.79593013384038,6.5612074111302,-12.708739916147,1.60700692245164e-17,1.31492085955447e-15,29.6569158704944,"DOWN","SMC4"
"IL10RA","IL10RA",-2.5456027409465,6.6130424143197,-12.7008252175899,1.6468820613074e-17,1.34230500148662e-15,29.6325865252414,"DOWN","IL10RA"
"ADGRE2","ADGRE2",-1.70367717117846,4.86491052444427,-12.6993297384885,1.65452834972093e-17,1.34331028455831e-15,29.6279885749789,"DOWN","ADGRE2"
"RAC2","RAC2",-2.31895479627547,6.01439802434086,-12.6838951242388,1.73557785210627e-17,1.4036737169139e-15,29.5805165487907,"DOWN","RAC2"
"GDPD3","GDPD3",2.06563375751992,6.76305270649703,12.6768970128218,1.77364060490335e-17,1.42894037503501e-15,29.5589821769717,"UP","GDPD3"
"BCAM","BCAM",1.10766156360634,6.71803387821865,12.6609832646633,1.86337557475051e-17,1.4954838377126e-15,29.5099887760722,"UP","BCAM"
"HPD","HPD",5.61256415097964,8.87821032113931,12.6386691030834,1.99700852306836e-17,1.59661593636309e-15,29.4412341193166,"UP","HPD"
"YWHAH","YWHAH",-1.79362900172728,8.75463880565509,-12.6269567965832,2.07099594347564e-17,1.64947346114008e-15,29.4051196679036,"DOWN","YWHAH"
"ARHGEF6","ARHGEF6",-1.81133915848682,7.38441017274765,-12.6243983152987,2.08752427281985e-17,1.65633980843778e-15,29.3972282735167,"DOWN","ARHGEF6"
"RPL18A","RPL18A",-1.2667632755686,12.4364330913623,-12.6134426871539,2.1598253817544e-17,1.70724008572111e-15,29.3634268789419,"DOWN","RPL18A"
"ADCK2","ADCK2",-1.4628611274974,7.57350554595028,-12.6076271625718,2.19923042150136e-17,1.73185261801462e-15,29.3454777927096,"DOWN","ADCK2"
"RASL11B","RASL11B",1.99982780950203,6.29075978365947,12.6019693048005,2.23826632128504e-17,1.75599118471752e-15,29.328011037076,"UP","RASL11B"
"PFKP","PFKP",-2.73482133971463,10.1754572372711,-12.6005372844683,2.24825728580192e-17,1.75724796140645e-15,29.3235894786439,"DOWN","PFKP"
"TNFRSF1B","TNFRSF1B",-1.56561126443904,7.05893929411628,-12.5966222306209,2.27580323777236e-17,1.77216544318281e-15,29.3114998302926,"DOWN","TNFRSF1B"
"SAT2","SAT2",1.75704354986591,10.1840754652779,12.5904999664384,2.31956617794644e-17,1.79846910982789e-15,29.2925902730558,"UP","SAT2"
"RASSF3","RASSF3",-1.6495732820502,7.98008644461277,-12.5895056413199,2.32675384906363e-17,1.79846910982789e-15,29.2895186784899,"DOWN","RASSF3"
"ALDH4A1","ALDH4A1",2.9359376978698,8.78752755166559,12.5833032380071,2.37210143816959e-17,1.82677973622568e-15,29.2703557267867,"UP","ALDH4A1"
"PLEKHO1","PLEKHO1",-1.71774574773224,7.09144780147435,-12.5766282251638,2.42190568106843e-17,1.8583025018806e-15,29.2497269141667,"DOWN","PLEKHO1"
"PEPD","PEPD",2.20185676172146,10.1843704891401,12.5739388579592,2.44227010107177e-17,1.86708875208578e-15,29.2414138855977,"UP","PEPD"
"PROM2","PROM2",3.34890833978539,6.74815193171659,12.5640392920245,2.51873812486881e-17,1.91854572733189e-15,29.2108053669229,"UP","PROM2"
"C1orf216","C1orf216",-1.38409224963685,6.59010229363818,-12.5611694281949,2.54135641322556e-17,1.92876060825492e-15,29.2019295959229,"DOWN","C1orf216"
"TYMS","TYMS",-2.3258928070364,7.45494952528215,-12.5555667439343,2.58610779542511e-17,1.95563898883645e-15,29.1845987545496,"DOWN","TYMS"
"FERMT3","FERMT3",-1.79101682632348,6.45064046496047,-12.546315647307,2.66175581505757e-17,2.00560428266226e-15,29.1559731505086,"DOWN","FERMT3"
"IFNGR1","IFNGR1",-1.26575329020766,9.76523056533287,-12.5407316989052,2.70849812138754e-17,2.03092426282734e-15,29.1386892973444,"DOWN","IFNGR1"
"SLFN12","SLFN12",-1.38455459146722,5.38826898460954,-12.5399921847594,2.71475053034638e-17,2.03092426282734e-15,29.1363999886785,"DOWN","SLFN12"
"PDP2","PDP2",1.03328946629785,7.01948347963856,12.5278525135678,2.81950467724572e-17,2.10178521260733e-15,29.0988089510803,"UP","PDP2"
"FLI1","FLI1",-2.33929351011033,6.41858059949514,-12.5208384155447,2.88188735476145e-17,2.14067001490029e-15,29.0770805926773,"DOWN","FLI1"
"CAVIN1","CAVIN1",-1.31023276079923,8.16281876297353,-12.5064804177218,3.01398320620428e-17,2.23088007845799e-15,29.0325819090301,"DOWN","CAVIN1"
"PLPP4","PLPP4",2.37301796558597,6.66689058704295,12.5043289965663,3.03429852690537e-17,2.23800884658756e-15,29.0259118180529,"UP","PLPP4"
"LNPK","LNPK",-1.92675415576779,5.56939496727942,-12.5006095687531,3.06974797790118e-17,2.25621090852969e-15,29.0143789621071,"DOWN","LNPK"
"CARD16","CARD16",-2.25608326213073,6.76772350576732,-12.4934198287497,3.13946674425686e-17,2.29938496125694e-15,28.9920804951258,"DOWN","CARD16"
"JAZF1","JAZF1",-1.72543152221129,6.93903372839648,-12.4773299979713,3.30135971801197e-17,2.40953247432741e-15,28.9421542462514,"DOWN","JAZF1"
"FPR3","FPR3",-2.44822496698023,6.25638634285219,-12.4666566530415,3.41339536662149e-17,2.48265252585487e-15,28.9090162849827,"DOWN","FPR3"
"RAPGEF3","RAPGEF3",1.44693090088366,7.13196746832137,12.4570095918202,3.51797049879651e-17,2.54985910167095e-15,28.8790516966424,"UP","RAPGEF3"
"CXCL10","CXCL10",-3.19600997681798,8.18078078450893,-12.4500860008683,3.59501864746367e-17,2.59671915891109e-15,28.8575388459003,"DOWN","CXCL10"
"PALM","PALM",1.65718206420047,7.89572520449548,12.4281768537237,3.85028338668978e-17,2.77154247769728e-15,28.7894213593302,"UP","PALM"
"TLR2","TLR2",-1.89302650608091,7.56735774387286,-12.4076577667013,4.10599508451669e-17,2.94548900806066e-15,28.7255680868707,"DOWN","TLR2"
"SLC12A3","SLC12A3",2.98528019281213,7.21405297313453,12.3960426079531,4.25830412309192e-17,3.04432411148145e-15,28.6893982192959,"UP","SLC12A3"
"NOB1","NOB1",-0.887709247090422,8.42217562270806,-12.3867480824554,4.3842971273849e-17,3.12373714038542e-15,28.6604419967539,"DOWN","NOB1"
"RGS1","RGS1",-3.97266594975752,5.88431760019528,-12.3838041936459,4.42498579935075e-17,3.14203991657627e-15,28.6512682033263,"DOWN","RGS1"
"MAN1C1","MAN1C1",2.74135999694136,6.64734072370469,12.3754901742469,4.54197524770692e-17,3.21408461918399e-15,28.6253537298766,"UP","MAN1C1"
"CENPU","CENPU",-2.84165657354951,6.12184073761582,-12.3744287142163,4.55713530289609e-17,3.21408461918399e-15,28.6220445419873,"DOWN","CENPU"
"SPAG4","SPAG4",-3.23597003643071,7.36878360812736,-12.3723871622438,4.58643756440328e-17,3.22389623025354e-15,28.6156794186763,"DOWN","SPAG4"
"HYKK","HYKK",1.45557296326379,5.86648433868611,12.3654089837155,4.68804394588527e-17,3.28429620516585e-15,28.5939187828607,"UP","HYKK"
"SEMA5B","SEMA5B",-2.46197920082844,7.86279949622398,-12.3639239494912,4.70995954458948e-17,3.28865075268386e-15,28.5892870452688,"DOWN","SEMA5B"
"PRKD2","PRKD2",-0.902873719777692,6.98440765636828,-12.3570352423432,4.81298599787809e-17,3.34942251486885e-15,28.5677977413868,"DOWN","PRKD2"
"PARM1","PARM1",1.89282297234275,8.17962232834958,12.3548086625563,4.8467722971703e-17,3.36176620227901e-15,28.5608505887203,"UP","PARM1"
"DNMT1","DNMT1",-1.24803141915994,7.20944499658788,-12.3365973516584,5.13228949119981e-17,3.54805504858622e-15,28.5040048430102,"DOWN","DNMT1"
"LPXN","LPXN",-1.62868742707115,7.24772178875158,-12.3268008061378,5.2928691423966e-17,3.64579437187024e-15,28.47340723622,"DOWN","LPXN"
"NUP155","NUP155",-1.23568499312057,6.53384880341881,-12.3258645422804,5.30847989411574e-17,3.64579437187024e-15,28.4704823331309,"DOWN","NUP155"
"DCK","DCK",-1.69577920443782,7.19547250278101,-12.3195015028889,5.41581668578553e-17,3.70735660513561e-15,28.4506010247412,"DOWN","DCK"
"SCAP","SCAP",0.880317774802095,8.31746868699978,12.3160939009999,5.47420014811361e-17,3.73511630301419e-15,28.4399517743582,"UP","SCAP"
"ECHS1","ECHS1",1.52024323470801,11.6317037654115,12.3102177555484,5.57637979840521e-17,3.79248141679201e-15,28.4215843581454,"UP","ECHS1"
"ANXA9","ANXA9",1.99616375898429,6.15580594749443,12.3085056964116,5.60651253111022e-17,3.80063488638077e-15,28.416232013948,"UP","ANXA9"
"FANCL","FANCL",-1.31144400053854,7.276915122983,-12.3036427143968,5.69300518426117e-17,3.83869587265913e-15,28.401026946313,"DOWN","FANCL"
"BID","BID",-1.52606590095119,6.54480543051927,-12.303090491429,5.70291206468117e-17,3.83869587265913e-15,28.3993001150041,"DOWN","BID"
"C1orf131","C1orf131",-0.874656746222649,7.68160239096084,-12.3022715787916,5.71763551949992e-17,3.83869587265913e-15,28.3967392562883,"DOWN","C1orf131"
"LHPP","LHPP",1.51308431780923,7.73198431224745,12.2971900619374,5.80986230564148e-17,3.88815289828346e-15,28.3808466318362,"UP","LHPP"
"NUP62","NUP62",-0.924997596988938,7.91123829231851,-12.293679682914,5.87445258045001e-17,3.91573736146429e-15,28.369865801568,"DOWN","NUP62"
"MCM5","MCM5",-1.26395903146237,6.28656374280529,-12.2929231623472,5.88846741233232e-17,3.91573736146429e-15,28.3674991131075,"DOWN","MCM5"
"TMSB10","TMSB10",-1.58858346870791,12.9299123453693,-12.2811838388255,6.11033545003551e-17,4.05041761619917e-15,28.3307642724085,"DOWN","TMSB10"
"LYAR","LYAR",-1.3348045067284,6.8733326441933,-12.2713641791469,6.30241654356016e-17,4.16456527879983e-15,28.3000224647758,"DOWN","LYAR"
